original_colname,normalized_colname
IMMUNO_SURVIVAL,immuno_survival
IMMUNOHISTOCHEMISTRY,immunohistochemistry
IMMUNOPHENOTYPIC_ANALYSIS_METHOD,immunophenotypic_analysis_method
IMMUNOPHENOTYPIC_ANALYSIS_RESULTS,immunophenotypic_analysis_results
IMMUNOPHENOTYPIC_ANALYSIS_TESTED,immunophenotypic_analysis_tested
IMMUNOTHERAPY,immunotherapy
IMMUNOTHERAPY_RESPONSE,immunotherapy_response
IMPACT,impact
IMPACT_1P19Q,impact_1p19q
IMPACT_DATA,impact_data
IMPACT_METASTATIC_LESION,impact_metastatic_lesion
IMPACT_PDL1_SAME,impact_programmed_death_ligand_1_same
IMPACT_PRE_POST,impact_pre_post
IMPACT_PRIMARY_GROUP,impact_primary_group
IMPACT_TMB_SCORE,impact_tumor_mutational_burden_score
IMPLANT_GRADE,implant_grade
IMSIG_B_CELLS,imsig_b_cells
IMSIG_INTERFERON,imsig_interferon
IMSIG_MACROPHAGES,imsig_macrophages
IMSIG_MONOCYTES,imsig_monocytes
IMSIG_NEUTROPHILS,imsig_neutrophils
IMSIG_NK_CELLS,imsig_natural_killer_cells
IMSIG_PLASMA_CELLS,imsig_plasma_cell_cells
IMSIG_PROLIFERATION,imsig_proliferation
IMSIG_T_CELLS,imsig_t_cells
IMSIG_TRANSLATION,imsig_translation
IN_FRAME_DELETION,in_frame_deletion
IN_FRAME_INSERTION,in_frame_insertion
IN_MATCHED,in_matched
IN_TRANSIT,in_transit
INDEL,insertion_deletion
INDUCTION_RESPONSE,induction_response
INFERRED_ETHNICITY,inferred_ethnicity
INFERRED_GENOMIC_REARRANGEMENT,inferred_genomic_rearrangement
INFERRED_MENOPAUSAL_STATE,inferred_menopausal_state
INFILTRATION_NOMINATION,infiltration_nomination
INFLAMMATION_FRACTION,inflammation_fraction
INFLAMMATORY,inflammatory
INFLAMMATORY_STATUS,inflammatory_status
INHERITED_GENETIC_SYNDROME_INDICATOR,inherited_genetic_syndrome_indicator
INHERITED_GENETIC_SYNDROME_SPECIFIED,inherited_genetic_syndrome_specified
INITIAL_BMI_NUMBER,initial_body_mass_index_number
INITIAL_CNS_TUMOR_DIAGNOSIS_RELATED_TO_OS,initial_central_nervous_system_tumor_diagnosis_related_to_overall_survival
INITIAL_DIAGNOSIS_ESOPHAGEAL_CA_TYPE,initial_diagnosis_esophageal_ca_type
INITIAL_DIAGNOSIS_OF_RECURRENT_TUMORS,initial_diagnosis_of_recurrent_tumors
INITIAL_DIAGNOSIS_TYPE,initial_diagnosis_type
INITIAL_DIAGNOSIS_YEAR,initial_diagnosis_year
INITIAL_FIGO_STAGE,initial_international_federation_of_gynecology_and_obstetrics_stage
INITIAL_GRADE,initial_grade
INITIAL_HISTOLOGY,initial_histology
INITIAL_RX,initial_rx
INITIAL_SAMPLE_WEIGHT_GRAMS,initial_sample_weight_grams
INITIAL_STAGE,initial_stage
INITIAL_TNM_STAGE,initial_tumor_node_metastasis_stage
INITIAL_TX_RESPONSE,initial_treatment_response
INTCLUST,intclust
INTEGRATED_CLUSTERS_NO_EXP,integrated_clusters_no_exp
INTEGRATED_CLUSTERS_UNSUP_EXP,integrated_clusters_unsup_exp
INTEGRATED_CLUSTERS_WITH_PAM50,integrated_clusters_with_pam50
INTEGRATED_PHENOTYPE,integrated_phenotype
INTERFERON_ALPHA,interferon_alpha
INTERSTITIAL_AI_MEAN_SIZE,interstitial_ai_mean_size
INTERSTITIAL_LOH_MEAN_SIZE,interstitial_loss_of_heterozygosity_mean_size
INTERVAL_FROM_INDEX_LESION_TO_PRESENT_LESION,interval_from_index_lesion_to_present_lesion
INTERVAL_FROM_LAST_COLONOSCOPY_TO_CAC_DX,interval_from_last_colonoscopy_to_cac_diagnosis
INTERVAL_FROM_LAST_LESION_TO_STUDY,interval_from_last_lesion_to_study
INTERVAL_MONTHS,interval_months
INTESTINAL_PERCENTAGE,intestinal_percentage
INTRATUBULAR_GERM_CELL_NEOPLASM,intratubular_germ_cell_neoplasm
INTRAVESICAL_TREATMENT,intravesical_treatment
INV_16,inv_16
INVADE_BONE,invade_bone
INVADE_LARGER_THAN_SUBCUTANEOUS_TISSUE,invade_larger_than_subcutaneous_tissue
INVADE_PAROTID,invade_parotid
INVADE_SKULL_BASE,invade_skull_base
INVASIVE_ADENOCARCINOMA_INDICATOR,invasive_adenocarcinoma_indicator
INVASIVE_CARCINOMA_DX_AGE,invasive_carcinoma_diagnosis_age
INVASIVE_CARCINOMA_DX_TIME,invasive_carcinoma_diagnosis_time
INVESTIGATOR_PATIENT_ID,investigator_patient_id
IO_DRUG,io_drug
IO_EBV_TESTED,io_epstein_barr_virus_tested
IO_EGC_SURVIVAL_OS_MONTHS_START_OF_IO_TO_DATE_OF_DEATH_LAST_FOLLOW_UP,io_egc_survival_overall_survival_months_start_of_io_to_date_of_death_last_follow_up
IO_LINE,io_line
IO_MUT_GROUPS,io_mutation_groups
IO_OS_MONTHS_START_OF_IO,io_overall_survival_months_start_of_io
IO_PDL1_TESTED,io_programmed_death_ligand_1_tested
IO_PFS_MONTHS_START_OF_IO_TO_POD,io_progression_free_survival_months_start_of_io_to_pod
IO_PFS_STATUS,io_progression_free_survival_status
IO_REGIMEN_MONOTHERAPY_VS_COMBINATION,io_regimen_monotherapy_vs_combination
IO_THERAPY,io_therapy
IPCHEMO_FIRST_CRS,ipchemo_first_crs
IPI_ANNARBOR_STAGE,international_prognostic_index_annarbor_stage
IPI_EXBM,international_prognostic_index_exbm
IPI_EXTRANODAL_SITES,international_prognostic_index_extranodal_sites
IPI_STAGE,international_prognostic_index_stage
IPSS_MDS,ipss_mds
IPSS_SCORE,ipss_score
IPSSM,ipssm
IPSSM_SCORE,ipssm_score
IPSSR,ipssr
IPSSR_SCORE,ipssr_score
IPT,ipt
IRB,irb
IS_CRPC,is_castration_resistant_prostate_cancer
IS_DENOVO,is_denovo
IS_DIST_MET_MAPPED,is_dist_met_proto_oncogene_receptor_tyrosine_kinase_mapped
IS_RELAPSE,is_relapse
IS_THIS_PATIENT_LOST_TO_FOLLOW_UP,is_this_patient_lost_to_follow_up
IS_TRANSFORMED,is_transformed
IS_WGD,is_whole_genome_doubling
ISCHEMIA_TIME_IN_MINUTES,ischemia_time_in_minutes
ISCN,iscn
ISLET_FRACTION,islet_fraction
ISOPURE_PURITY,isopure_purity
ISUP,isup
JAK1_MS_INDEL,jak1_ms_insertion_deletion
JAK1_MUTATION,jak1_mutation
JAK2_NEGATIVE,jak2_negative
JAUNDICE,jaundice
JEWISH_RELIGION_HERITAGE_INDICATOR,jewish_religion_heritage_indicator
JS_PDL1_SCORE,js_programmed_death_ligand_1_score
KARYOTYPE_SAMPLE_ACQUISITION_INTERVAL_DIFFERENCE,karyotype_sample_acquisition_interval_difference
KATABI_PATH,katabi_pathologic
KBASE_ID,kbase_id
KDM6A_MUTATION,kdm6a_mutation
KEAP1_MUTATION,keap1_mutation
KEAP1_MUTATION_STATUS,keap1_mutation_status
KERATINIZATION_SQUAMOUS_CELL,keratinization_squamous_cell
KI_67,ki_67
KINASE_INHIBITOR,kinase_inhibitor
KIT_NEGATIVE,kit_negative
KMT2A_MUTATION,kmt2a_mutation
KMT2C_MUT,kmt2c_mutation
KMT2D_MUTATION,kmt2d_mutation
KPS,kps
KPS_AT_PD1_INHIBITOR_START,kps_at_programmed_cell_death_protein_1_inhibitor_start
KRAS_MUTATION_STATUS,kirsten_rat_sarcoma_viral_oncogene_mutation_status
KRAS_PROTEIN_CODING,kirsten_rat_sarcoma_viral_oncogene_protein_coding
KYRYOTYPE,kyryotype
LARC_CRT_OUTCOME_CASES_DFS,larc_crt_outcome_cases_disease_free_survival
LARC_CRT_OUTCOME_CASES_RESPONSE,larc_crt_outcome_cases_response
LAST_FOLLOWUP_STATUS,last_followup_status
LAST_FOLLOWUP_YEAR,last_followup_year
LAST_STATUS,last_status
LAURENS_CLASSIFICATION,laurens_classification
LCIS_SX_BX,lcis_sx_bx
LCM,lcm
LDH_ABNL,lactate_dehydrogenase_abnl
LDH_NORM_RANGE_UPPER,lactate_dehydrogenase_normal_range_upper
LDH_RATIO,lactate_dehydrogenase_ratio
LDH_U_L,lactate_dehydrogenase_u_l
LEIOMYOSARCOMA_UTERINE_INVOLVEMENT,leiomyosarcoma_uterine_involvement
LEUKEMIA_TYPE,leukemia_type
LEUKOCYTE_FRACTION,leukocyte_fraction
LEUKOCYTE_INDEX_METHYLATION,leukocyte_index_methylation
LEVEL_OF_NON_DESCENT,level_of_non_descent
LFS_MONTHS,lfs_months
LFS_STATUS,lfs_status
LGG_BRAF_STATUS,lgg_b_raf_proto_oncogene_status
LIFE_STAGE,life_stage
LIGHT_CHAIN,light_chain
LINE_OBR_CHEMO,line_obr_chemo
LINE_OBR_CHEMO_G,line_obr_chemo_g
LINE_OBR_IMMUNO,line_obr_immuno
LINE_OBR_IMMUNO_G,line_obr_immuno_g
LINE_OBR_NOTRK,line_obr_notrk
LINE_OBR_NOTRK_G,line_obr_notrk_g
LINE_OBR_NTRK,line_obr_ntrk
LINE_OBR_NTRK_G,line_obr_ntrk_g
LINE_OBR_TARGETED,line_obr_targeted
LINE_OBR_TARGETED_G,line_obr_targeted_g
LINE1_BR_NOTRK,line1_br_notrk
LINE1_BR_NOTRK_G,line1_br_notrk_g
LINEAGE,lineage
LINEAGE_MOLECULAR_SUBTYPE,lineage_molecular_subtype
LINEAGE_SUB_SUBTYPE,lineage_sub_subtype
LINEAGE_SUBTYPE,lineage_subtype
LINES_OF_TX,lines_of_treatment
LINES_OF_TX_PRIOR_IMPACT,lines_of_treatment_prior_impact
LIVER_DISFUNCTION,liver_disfunction
LIVER_FIBROSIS,liver_fibrosis
LIVER_FLUKE_STATUS,liver_fluke_status
LIVER_FSM,liver_fsm
LIVER_INVOLVEMENT,liver_involvement
LIVER_METS,liver_mets
LIVER_MONTHS,liver_months
LIVER_SCHISTOSOMIASIS,liver_schistosomiasis
LIVER_STATUS,liver_status
LIVER_TIME_INTERVAL,liver_time_interval
LIVER_VISC_MET,liver_visc_met_proto_oncogene_receptor_tyrosine_kinase
LN_FSM,ln_fsm
LN_MET,ln_met_proto_oncogene_receptor_tyrosine_kinase
LN_MONTHS,ln_months
LOCAL_RECURRENCE_NUM,local_recurrence_number
LOCAL_REGIONAL_DISEASE_AT_DIAGNOSIS,local_regional_disease_at_diagnosis
LOCAL_REGIONAL_RECURRENCE_LOCATION,local_regional_recurrence_location
LOCAL_TEST,local_test
LOCALIZED_TUMOR,localized_tumor
LOCATION_RECURRED,location_recurred
LOCOREGIONAL_RECURRENCE_INDICATOR,locoregional_recurrence_indicator
LOG2_INDEL_PER_MBP,log2_insertion_deletion_per_mbp
LOG2_INDEL_TOTAL,log2_insertion_deletion_total
LOG2_SNP_PER_MBP,log2_snp_per_mbp
LOG2_SNP_TOTAL,log2_snp_total
LOG2_VARIANT_PER_MBP,log2_variant_per_mbp
LOG2_VARIANT_TOTAL,log2_variant_total
LOH_16Q,loss_of_heterozygosity_16q
LOH_CHROMOSOMES,loss_of_heterozygosity_chromosomes
LOSS_OF_HETEROZYOSITY_PERCENTAGE,loss_of_heterozyosity_percentage
LOST_TO_FOLLOW_UP,lost_to_follow_up
LOW_TUMOR_CONTENT,low_tumor_content
LOWPASS,lowpass
LUNG,lung
LUNG_FSM,lung_fsm
LUNG_MET,lung_met_proto_oncogene_receptor_tyrosine_kinase
LUNG_MONTHS,lung_months
LUNG_STATUS,lung_status
LUNG_TIME_INTERVAL,lung_time_interval
LVI,lvi
LYMPH_NODE_DISSECTION_METHOD,lymph_node_dissection_method
LYMPH_NODE_INVOLVEMENT_SITE,lymph_node_involvement_site
LYMPH_NODE_NECK_DISSECTION_INDICATOR,lymph_node_neck_dissection_indicator
LYMPH_NODE_SPRD_RADIOGRAPH_EVIDENCE,lymph_node_sprd_radiograph_evidence
LYMPH_NODES_SUPRACLAVICULAR,lymph_nodes_supraclavicular
LYMPH_VASCULAR_INVASION,lymph_vascular_invasion
LYMPHATIC_METASTASIS,lymphatic_metastasis
LYMPHOVASCULAR_INVASION_PRESENT,lymphovascular_invasion_present
LYMPHOVASCULAR_INVOLVEMENT,lymphovascular_involvement
M_STAGE_AT_DIAGNOSIS_COMPLEX,m_stage_at_diagnosis_complex
M_STAGE_AT_DIAGNOSIS_SIMPLE,m_stage_at_diagnosis_simple
MACIS_SCORE,macis_score
MAF_DATA,maf_data
MAIN_VS_BRANCH_DUCT,main_vs_branch_duct
MAINTENANCE_TX,maintenance_treatment
MAJOR_ANATOMIC_SITE,major_anatomic_site
MANUAL_ANNOTATION,manual_annotation
MARGINS_INVOLVED_HYSTERECTOMY,margins_involved_hysterectomy
MATCHED_GE_ACGH,matched_ge_array_comparative_genomic_hybridization
MATCHED_NORMAL_ID,matched_normal_id
MATCHED_NORMAL_TISSUE,matched_normal_tissue
MATH_SCORE,math_score
MAX_TUMOR_CHANGE,maximum_tumor_change
MAXIMUM_TUMOR_BULK_ANATOMIC_SITE,maximum_tumor_bulk_anatomic_site
MB_COV,mb_cov
MCRC_TYPE,mcrc_type
MDR,mdr
MDS_TWO_MONTHS_PRIOR_AML,mds_two_months_prior_acute_myeloid_leukemia
MDS_TYPE,mds_type
MDSMPN_DIAGNOSIS_AT_ACQUISITION,mdsmpn_diagnosis_at_acquisition
MDSMPN_TWO_MONTHS_PRIOR_AML,mdsmpn_two_months_prior_acute_myeloid_leukemia
MEAN_CORPUSCULAR_VOLUME,mean_corpuscular_volume
MEASURABLE_DISEASE,measurable_disease
MED12_MUTATION,med12_mutation
MEDIAN_COVERAGE,median_coverage
MEDIAN_PURITY,median_purity
MEDICAL_CONDITION,medical_condition
MEDICAL_CONDITIONS,medical_conditions
MEDICATION,medication
MEDR_PRIMARY_SITE,medr_primary_site
MELD,meld
MENOPAUSAL_STATUS_DX,menopausal_status_diagnosis
MERKEL_CELL,merkel_cell
MET_BONE,met_proto_oncogene_receptor_tyrosine_kinase_bone
MET_BRAIN,met_proto_oncogene_receptor_tyrosine_kinase_brain
MET_COUNT,met_proto_oncogene_receptor_tyrosine_kinase_count
MET_DRIVER,met_proto_oncogene_receptor_tyrosine_kinase_driver
MET_LIVER,met_proto_oncogene_receptor_tyrosine_kinase_liver
MET_LOCATION,met_proto_oncogene_receptor_tyrosine_kinase_location
MET_LUNG,met_proto_oncogene_receptor_tyrosine_kinase_lung
MET_PERITONEUM,met_proto_oncogene_receptor_tyrosine_kinase_peritoneum
MET_PROTEIN,met_proto_oncogene_receptor_tyrosine_kinase_protein
MET_SITE_COUNT,met_proto_oncogene_receptor_tyrosine_kinase_site_count
METABOLIC_TUMOR_VOL,metabolic_tumor_vol
METANEPHRINE,metanephrine
METASTASECTOMY,metastasectomy
METASTASECTOMY_SITE,metastasectomy_site
METASTASES_SITE_FIRST_BONE,metastases_site_first_bone
METASTASES_SITE_FIRST_BRAIN,metastases_site_first_brain
METASTASES_SITE_FIRST_GYN,metastases_site_first_gyn
METASTASES_SITE_FIRST_LIVER,metastases_site_first_liver
METASTASES_SITE_FIRST_LN,metastases_site_first_ln
METASTASES_SITE_FIRST_LUNG,metastases_site_first_lung
METASTASES_SITE_FIRST_PELVIS,metastases_site_first_pelvis
METASTASES_SITE_FIRST_PERITONEUM_OMENTUM_ABDOMEN,metastases_site_first_peritoneum_omentum_abdomen
METASTASIS_BONE,metastasis_bone
METASTASIS_CODED,metastasis_coded
METASTASIS_LIVER,metastasis_liver
METASTASIS_LUNG,metastasis_lung
METASTASIS_OTHER,metastasis_other
METASTASIS_SITE_CODE,metastasis_site_code
METASTATIC,metastatic
METASTATIC_AT_DX,metastatic_at_diagnosis
METASTATIC_BIOPSY_SITE,metastatic_biopsy_site
METASTATIC_BURDEN,metastatic_burden
METASTATIC_DISEASE_CONFIRMED,metastatic_disease_confirmed
METASTATIC_DX,metastatic_diagnosis
METASTATIC_DZ_FUP,metastatic_dz_fup
METASTATIC_RADIATION_THERAPY,metastatic_radiation_therapy
METASTATIC_RECURRENCE_TIME_MONTHS,metastatic_recurrence_time_months
METHOD_OF_INITIAL_PATH_DIAGNOSIS,method_of_initial_pathologic_diagnosis
METHOD_OF_INITIAL_PATH_DIAGNOSIS_OTHER,method_of_initial_pathologic_diagnosis_other
METHOD_PURITY,method_purity
METHOXYTYRAMINE,methoxytyramine
METHYLATION_AVAILABLE,methylation_available
METHYLATION_QUALITY,methylation_quality
METHYLATION_SUBTYPE,methylation_subtype
METS_FREE_TIME_MONTHS,mets_free_time_months
METS_SITES_AT_DX,mets_sites_at_diagnosis
METS_SITES_AT_METS_ABST,mets_sites_at_mets_abst
METS_SITES_AT_METS_ABST_BLADDER,mets_sites_at_mets_abst_bladder
METS_SITES_AT_METS_ABST_LYMPH_NODES,mets_sites_at_mets_abst_lymph_nodes
METS_SITES_AT_METS_ABST_OTHER,mets_sites_at_mets_abst_other
METS_SITES_AT_METS_ABST_REG_LYMPH,mets_sites_at_mets_abst_regulatory_lymph
METS_SITES_AT_METS_ABST_UNKNOWN,mets_sites_at_mets_abst_unknown
METS_SITES_AT_METS_DX,mets_sites_at_mets_diagnosis
METS_SITES_AT_METS_DX_ALL,mets_sites_at_mets_diagnosis_acute_lymphoblastic_leukemia
METS_SITES_AT_METS_DX_BLADDER,mets_sites_at_mets_diagnosis_bladder
METS_SITES_AT_METS_DX_LYMPH,mets_sites_at_mets_diagnosis_lymph
METS_SITES_AT_METS_DX_OTHER,mets_sites_at_mets_diagnosis_other
METS_SITES_AT_METS_DX_REG_LYMPH,mets_sites_at_mets_diagnosis_regulatory_lymph
METS_SITES_AT_METS_DX_UNKNOWN,mets_sites_at_mets_diagnosis_unknown
MGMT_METHYLATION,o6_methylguanine_dna_methyltransferase_methylation
MGMT_METHYLATION_METHOD,o6_methylguanine_dna_methyltransferase_methylation_method
MGMT_PROMOTER_STATUS,o6_methylguanine_dna_methyltransferase_promoter_status
MIB_1_POSITIVE_PERCENT_RANGE,mib_1_positive_percent_range
MICRO_RNA_CLUSTER,micro_ribonucleic_acid_cluster
MICRO_RNA_SCORE,micro_ribonucleic_acid_score
MICRORNA_DATA,microrna_data
MICRORNA_EXPRESSION_CLUSTER,microrna_expression_cluster
MICROVASCULAR_INVASION,microvascular_invasion
MIMM_SCORE,mimm_score
MINUS_X,minus_x
MINUS_Y,minus_y
MIRNA_EXPRESSION_CLUSTER_EC,microrna_expression_cluster_ec
MIRNA_EXPRESSION_CLUSTER_GEA,microrna_expression_cluster_gea
MIRNA_EXPRESSION_CLUSTER_GEA_CIN,microrna_expression_cluster_gea_cin
MIRNA_EXPRESSION_CLUSTER_SCC,microrna_expression_cluster_scc
MIRNASEQ_SAMPLE_TYPE,mirnaseq_sample_type
MISSENSE_MUTATIONS,missense_mutations
MISSING_FROM_BASELINE_CLINICAL,missing_from_baseline_clinical
MITOSES_PER_50_HPF,mitoses_per_50_hpf
MITOTIC_SCORE,mitotic_score
MLH1,mutl_homolog_1
MLH1_METHYLATION,mutl_homolog_1_methylation
MLH1_PROMOTER_HYPERMETHYLATION,mutl_homolog_1_promoter_hypermethylation
MLH2,mlh2
MLL,mll
MLL_PTD,mll_ptd
MMRD_IHC,mmrd_immunohistochemistry
MMRD_MECHANISM,mmrd_mechanism
MNP_CLASSIFICATION,mnp_classification
MODIFIED_CAPRA_S_SCORE_WITHOUT_INCLUDING_SURGICAL_MARGINS,modified_capra_s_score_without_including_surgical_margins
MOLD_OR_DUST_ALLERGY_HISTORY,mold_or_dust_allergy_history
MOLECULAR_GROUP,molecular_group
MOLECULAR_TEST_RESULT,molecular_test_result
MONO_COMBO,monocyte_combo
MONO_MULTIFOCAL,monocyte_multifocal
MONOCYTES,monocytes
MONOSOMY_5,monosomy_5
MONOSOMY_7,monosomy_7
MONTHS_FROM_MATCHED_PRIM,months_from_matched_prim
MONTHS_ON_STUDY,months_on_study
MONTHS_TO_DISTANT_RECURRENCE,months_to_distant_recurrence
MORPHOLOGIC_RESPONSE,morphologic_response
MORPHOLOGY,morphology
MORPHOLOGY_OTHER_FEATURES,morphology_other_features
MPN_TWO_MONTHS_PRIOR_AML,mpn_two_months_prior_acute_myeloid_leukemia
MPNST_NF_FAMILIAL_OR_SPORADIC,mpnst_nf_familial_or_sporadic
MPNST_NF_INDICATOR,mpnst_nf_indicator
MPNST_NF1_GENETIC_TESTING_INDICATOR,mpnst_neurofibromin_1_genetic_testing_indicator
MPNST_NF1_MUTATIONS_IDENTIFIED,mpnst_neurofibromin_1_mutations_identified
MPNST_PLEXIFORM_NEUROFIBROMA_SITE,mpnst_plexiform_neurofibroma_site
MRD_AT_END_OF_COURSE_1,mrd_at_end_of_course_1
MRD_AT_END_OF_COURSE_2,mrd_at_end_of_course_2
MRD_END_CONSOLIDATION,mrd_end_consolidation
MRD_END_CONSOLIDATION_SENSITIVITY,mrd_end_consolidation_sensitivity
MRD_PERCENT_DAY_29,mrd_percent_day_29
MRD_PERCENT_DAY_29_SENSITIVITY,mrd_percent_day_29_sensitivity
MRD_PERCENT_DAY_43,mrd_percent_day_43
MRD_PERCENT_DAY_8,mrd_percent_day_8
MRD_PERCENT_DAY_8_SENSITIVITY,mrd_percent_day_8_sensitivity
MRD_PERCENTAGE_AT_END_OF_COURSE_1,mrd_percentage_at_end_of_course_1
MRD_PERCENTAGE_AT_END_OF_COURSE_2,mrd_percentage_at_end_of_course_2
MRNA_CLUSTER,messenger_rna_cluster
MRNA_EXPRESSION_CLUSTER_EC,messenger_rna_expression_cluster_ec
MRNA_EXPRESSION_CLUSTER_GEA,messenger_rna_expression_cluster_gea
MRNA_EXPRESSION_CLUSTER_SCC,messenger_rna_expression_cluster_scc
MRNA_EXPRESSION_SUBTYPE_TCGA,messenger_rna_expression_subtype_the_cancer_genome_atlas
MRNA_STEMNESS_INDEX,messenger_rna_stemness_index
MSH6,muts_homolog_6
MSI_PREDICTION_SCORE,microsatellite_instability_prediction_score
MSI_STATUS_5_MARKER_CALL,microsatellite_instability_status_5_marker_call
MSI_STATUS_7_MARKER_CALL,microsatellite_instability_status_7_marker_call
MSI_YN,microsatellite_instability_yn
MSK_IMPACT_BEYOND_FIRST_RELAPSE_BIOPSY,memorial_sloan_kettering_impact_beyond_first_relapse_biopsy
MSK_IMPACT_ON_DIAGNOSTIC_BIOPSY,memorial_sloan_kettering_impact_on_diagnostic_biopsy
MSK_IMPACT_ON_FIRST_RELAPSE_BIOPSY,memorial_sloan_kettering_impact_on_first_relapse_biopsy
MSK_IMPACT_PANEL,memorial_sloan_kettering_impact_panel
MULTI_ERBB2,multi_erbb2
MULTIPLE_CANCER_PREDISPOSITIONS,multiple_cancer_predispositions
MULTIPLE_HN_CSCC,multiple_hn_cscc
MULTIPLE_MEDICAL_CONDITIONS,multiple_medical_conditions
MULTIPLE_TUMOR_LOCATIONS,multiple_tumor_locations
MUSCLE_FRACTION,muscle_fraction
MUT_CANCER_GENE_CENSUS_PROTEIN_CHANGE,mutation_cancer_gene_census_protein_change
MUT_CLINDX_TX_GENE_PROTEIN_CHANGE,mutation_clindx_treatment_gene_protein_change
MUT_DNAREPAIR_GENE_PROTEIN_CHANGE,mutation_dnarepair_gene_protein_change
MUT_DRIVER_PROTEIN_CHANGE,mutation_driver_protein_change
MUT_EPIGENETIC_PROTEIN_CHANGE,mutation_epigenetic_protein_change
MUT_OTHER_PROTEIN_CHANGE,mutation_other_protein_change
MUT_RARE_DRIVER_PROTEIN_CHANGE,mutation_rare_driver_protein_change
MUT_TUMORPORTAL_GENE_PROTEIN_CHANGE,mutation_tumorportal_gene_protein_change
MUTATION_COUNT_341,mutation_count_341
MUTATION_COUNT_EXCLUDING_SILENT,mutation_count_excluding_silent
MUTATION_COUNT_EXCLUDINGINDELS,mutation_count_excludingindels
MUTATION_COUNT_EXCLUDINGINDELS_WGS,mutation_count_excludingindels_whole_genome_sequencing
MUTATION_DENSITY,mutation_density
MUTATION_PHENOTYPE,mutation_phenotype
MUTATION_RATE_341,mutation_rate_341
MUTATION_SIGNATURE_ACTIVITY_W1_COSMIC5,mutation_signature_activity_w1_cosmic5
MUTATION_SIGNATURE_ACTIVITY_W2_COSMIC4,mutation_signature_activity_w2_cosmic4
MUTATION_SIGNATURE_ACTIVITY_W3_COSMIC2,mutation_signature_activity_w3_cosmic2
MUTATION_SIGNATURE_C>A,mutation_signature_c>a
MUTATION_SIGNATURE_C>G,mutation_signature_c>g
MUTATION_SIGNATURE_C>T,mutation_signature_c>t
MUTATION_SIGNATURE_T>A,mutation_signature_t>a
MUTATION_SIGNATURE_T>C,mutation_signature_t>c
MUTATION_SIGNATURE_T>G,mutation_signature_t>g
MUTATIONS,mutations
MUTATIONS_PER_MEGABASE,mutations_per_megabase
MUTIPLE_NODULES,mutiple_nodules
MUTS_SUBCLONAL_RATIO,muts_subclonal_ratio
MUTS_UNEVAL,muts_uneval
MVI,mvi
MYB_ACTIVATION,myb_activation
MYB_MYBL1_FUSION_METHOD,myb_mybl1_fusion_method
MYB_NFIB_CNA,myb_nfib_copy_number_alteration
MYB_NFIB_NONSYNONYMOUS_COUNT,myb_nfib_nonsynonymous_count
MYB_NFIB_TRANSLOCATION,myb_nfib_translocation
MYB_VALIDATION,myb_validation
MYC_BA,myelocytomatosis_oncogene_ba
MYC_FISH,myelocytomatosis_oncogene_fluorescence_in_situ_hybridization
MYC_PATH,myelocytomatosis_oncogene_pathologic
MYOMETRIAL_INVASION_SPECIFY,myometrial_invasion_specify
MYRIAD_GIS_SCORE,myriad_gis_score
MYRIAD_SIGNATURE,myriad_signature
N_STAGE_AT_DIAGNOSIS_COMPLEX,n_stage_at_diagnosis_complex
N_STAGE_AT_DIAGNOSIS_SIMPLE,n_stage_at_diagnosis_simple
N_STAGE_REPORTED,n_stage_reported
NAME,name
NCENTROMERIC_AI,ncentromeric_ai
NCENTROMERIC_LOH,ncentromeric_loss_of_heterozygosity
NECROSIS,necrosis
NEOADJ_CHEMOAGENT,neoadj_chemoagent
NEOADJ_CHEMOCYCLES,neoadj_chemocycles
NEOADJUVANT,neoadjuvant
NEOADJUVANT_CHEMOTHERAPY,neoadjuvant_chemotherapy
NEOADJUVANT_IMMUNOTHERAPY,neoadjuvant_immunotherapy
NEOADJUVANT_TARGETED,neoadjuvant_targeted
NEOADJUVANT_THERAPY,neoadjuvant_therapy
NEOADJUVANT_TREATMENT_DETAILS,neoadjuvant_treatment_details
NEOADJUVANT_XRT,neoadjuvant_xrt
NEOPLASTIC_CELLULARITY,neoplastic_cellularity
NEPC_CAPTURE_SCORE,nepc_capture_score
NEPC_POLYA_SCORE,nepc_polya_score
NEPC_SCORE,nepc_score
NERVOUS_SYSTEM_INVOLVEMENT,nervous_system_involvement
NESTIN_STAINING_SCORE,nestin_staining_score
NEUROENDOCRINE_FEATURES,neuroendocrine_features
NEW_TUMOR_EVENT_DX_INDICATOR,new_tumor_event_diagnosis_indicator
NEW_TUMOR_EVENT_MELANOMA_COUNT,new_tumor_event_melanoma_count
NEW_TUMOR_EVENT_OTHER_SITE,new_tumor_event_other_site
NEW_TUMOR_EVENT_PRIOR_TO_BCR_TUMOR,new_tumor_event_prior_to_biochemical_recurrence_tumor
NEW_TUMOR_EVENT_SITE,new_tumor_event_site
NEW_TUMOR_EVENT_TYPE,new_tumor_event_type
NF1_GENOTYPE,neurofibromin_1_genotype
NF1_MUTATION,neurofibromin_1_mutation
NF2_GENOTYPE,nf2_genotype
NFIB_FUSION_OTHER,nfib_fusion_other
NGS_PRIOR_THERAPY,ngs_prior_therapy
NGS_SAMPLE_COLLECTION_TIME,ngs_sample_collection_time
NGS_TYPE,ngs_type
NINTERSTITIAL_AI,ninterstitial_ai
NINTERSTITIAL_LOH,ninterstitial_loss_of_heterozygosity
NLR,nlr
