original_value,top1_match,top2_match,top3_match,top4_match,top5_match,top1_confidence,top1_quality,top1_rationale,top2_confidence,top2_quality,top2_rationale,top3_confidence,top3_quality,top3_rationale,top4_confidence,top4_quality,top4_rationale,top5_confidence,top5_quality,top5_rationale,best_match_rank,best_match_confidence,overall_assessment
ACUTE PROMYELOCYTIC LEUKAEMIA WITH T15;17Q22;Q12; PML-RARA,Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA,Adult Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA,Childhood Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA,Acute Myeloid Leukemia with t(11;17)(q13;q21); NUMA1-RARA,Acute Myeloid Leukemia with t(5;17)(q35;q21); NPM1-RARA,0.55,moderate,4/8 key terms matched; 44.5% term overlap,0.5,moderate,4/8 key terms matched; 43.3% term overlap,0.45,fair,4/8 key terms matched; 43.3% term overlap,0.2,poor,2/8 key terms matched; 21.2% term overlap,0.15,poor,2/8 key terms matched; 21.2% term overlap,1,0.55,moderate_confidence
ACUTE UNDIFFERENTIATED LEUKAEMIA,Acute Undifferentiated Leukemia,Infant Acute Undifferentiated Leukemia,Acute Leukemia,Acute Leukemia of Ambiguous Lineage,Acute Myeloid Leukemia,0.7,good,2/3 key terms matched; 60.0% term overlap,0.5,moderate,2/3 key terms matched; 56.0% term overlap,0.25,poor,1/3 key terms matched; 30.0% term overlap,0.2,poor,1/3 key terms matched; 26.7% term overlap,0.15,poor,1/3 key terms matched; 28.0% term overlap,1,0.7,good_confidence
ACUTE UNDIFFERENTIATED LEUKEMIA,Acute Undifferentiated Leukemia,Infant Acute Undifferentiated Leukemia,Acute Leukemia,Acute Leukemia of Ambiguous Lineage,Acute Myeloid Leukemia,1.0,excellent,Exact match,0.9,excellent,All key terms present (3/3 terms matched),0.6,moderate,2/3 key terms matched; 66.7% term overlap,0.4,fair,2/3 key terms matched; 56.0% term overlap,0.5,fair,2/3 key terms matched; 60.0% term overlap,1,1.0,high_confidence
ACUTE_BIPHENOTYPIC_LEUKEMIA,Acute Biphenotypic Leukemia,Infant Acute Biphenotypic Leukemia,Recurrent Acute Biphenotypic Leukemia,Acute Bilineal Leukemia,"Mixed Phenotype Acute Leukemia, B/Myeloid",0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
ACUTE_LYMPHOBLASTIC_B_CELL_LEUKAEMIA,B Acute Lymphoblastic Leukemia,"B Acute Lymphoblastic Leukemia, Not Otherwise Specified",B-Cell Leukemia,Acute Lymphoblastic Leukemia,B Lymphoblastic Leukemia/Lymphoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
ACUTE_LYMPHOBLASTIC_LEUKAEMIA,Acute Lymphoblastic Leukemia,Common Acute Lymphoblastic Leukemia,Acute Leukemia,Childhood Acute Lymphoblastic Leukemia,Aleukemic Acute Lymphoblastic Leukemia,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
ACUTE_LYMPHOBLASTIC_T_CELL_LEUKAEMIA,T Acute Lymphoblastic Leukemia,"T Acute Lymphoblastic Leukemia, Not Otherwise Specified",Acute Lymphoblastic Leukemia,T Lymphoblastic Leukemia/Lymphoma,T Lymphoblastic Lymphoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
ACUTE_MONOCYTIC_LEUKEMIA,Acute Monocytic Leukemia,Acute Myeloid Leukemia,Acute Myelomonocytic Leukemia,Acute Monoblastic and Monocytic Leukemia,"Acute Myeloid Leukemia, Not Otherwise Specified",0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
ACUTE_MYELOID_LEUKAEMIA,Acute Myeloid Leukemia,"Acute Myeloid Leukemia, Not Otherwise Specified",Myeloid Leukemia,Acute Leukemia,Acute Monocytic Leukemia,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
ACYC,Adenocarcinoma in Adenomatous Polyposis Coli,Astrocytoma,Cerebral Astrocytoma,Anaplastic Astrocytoma,Adenomyoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
ADAMANTINOMA,Adamantinoma,Tibial Adamantinoma,Adamantinomatous Craniopharyngioma,Adult Adamantinomatous Craniopharyngioma,Childhood Adamantinomatous Craniopharyngioma,1.0,excellent,Exact match,0.9,excellent,All key terms present (1/1 terms matched),0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,1.0,high_confidence
ADCA ACINAR WITH MUCIN PRODUCTION,Acinar Cell Adenoma,Mucin-Producing Adenocarcinoma,Adenocarcinoma with Apocrine Metaplasia,Pancreatic Acinar Cell Cystadenocarcinoma,Mucinous Adenocarcinoma,0.35,fair,1/4 key terms matched; 21.7% term overlap,0.3,fair,1/4 key terms matched; 21.7% term overlap,0.1,poor,No key term overlap - likely poor match,0.2,poor,1/4 key terms matched; 20.7% term overlap,0.0,poor,No key term overlap - likely poor match,1,0.35,low_confidence
ADENOCARCINOMA,Adenocarcinoma,Carcinoma,Advanced Adenocarcinoma,Colon Adenocarcinoma,Lung Adenocarcinoma,1.0,excellent,Exact match,0.15,poor,No key term overlap - likely poor match,0.85,excellent,All key terms present (1/1 terms matched),0.8,good,All key terms present (1/1 terms matched),0.75,good,All key terms present (1/1 terms matched),1,1.0,high_confidence
ADENOCARCINOMA OF GALLBLADDER,Gallbladder Adenocarcinoma,"Gallbladder Adenocarcinoma, Biliary Type",Gallbladder Carcinoma,Gallbladder Goblet Cell Adenocarcinoma,"Gallbladder Adenocarcinoma, Intestinal-Type",0.95,excellent,All key terms present (2/2 terms matched),0.9,excellent,All key terms present (2/2 terms matched),0.45,fair,1/2 key terms matched; 43.3% term overlap,0.8,good,All key terms present (2/2 terms matched),0.75,good,All key terms present (2/2 terms matched),1,0.95,high_confidence
ADENOCARCINOMA OF THE GASTROESOPHAGEAL JUNCTION,Gastroesophageal Junction Adenocarcinoma,Advanced Gastroesophageal Junction Adenocarcinoma,Gastroesophageal Junction Carcinoma,Gastric Adenocarcinoma,Gastroesophageal Junction Adenocarcinoma by AJCC v8 Clinical Stage,0.95,excellent,All key terms present (3/3 terms matched),0.9,excellent,All key terms present (3/3 terms matched),0.6,moderate,2/3 key terms matched; 60.0% term overlap,0.2,poor,1/3 key terms matched; 30.0% term overlap,0.75,good,All key terms present (3/3 terms matched),1,0.95,high_confidence
ADENOCARCINOMA PROSTATE WITH PROMINENT DUCTAL DIFFERENTIATION IDENTIFIED,Prostate Ductal Adenocarcinoma,Poorly Differentiated Prostate Adenocarcinoma,"Prostate Ductal Adenocarcinoma, Papillary Pattern",Prostate Adenocarcinoma,Well Differentiated Prostate Adenocarcinoma,0.55,moderate,3/6 key terms matched; 50.0% term overlap,0.3,fair,2/6 key terms matched; 30.0% term overlap,0.45,fair,3/6 key terms matched; 45.0% term overlap,0.2,poor,2/6 key terms matched; 33.3% term overlap,0.15,poor,2/6 key terms matched; 30.0% term overlap,1,0.55,moderate_confidence
ADENOCARCINOMA WITH FOCAL MUCINOUS FEATURES,Mucinous Adenocarcinoma,Gastric Mucinous Adenocarcinoma,Appendix Mucinous Adenocarcinoma,Colorectal Mucinous Adenocarcinoma,Colon Mucinous Adenocarcinoma,0.55,moderate,2/4 key terms matched; 50.0% term overlap,0.5,moderate,2/4 key terms matched; 46.0% term overlap,0.45,fair,2/4 key terms matched; 46.0% term overlap,0.4,fair,2/4 key terms matched; 46.0% term overlap,0.35,fair,2/4 key terms matched; 46.0% term overlap,1,0.55,moderate_confidence
ADENOCARCINOMA WITH NE FEATURES,Adenocarcinoma with Neuroendocrine Differentiation,Non-Small Cell Adenocarcinoma,Prostate Adenocarcinoma without Neuroendocrine Differentiation,Prostate Adenocarcinoma with Neuroendocrine Differentiation,Usual Prostate Adenocarcinoma with Neuroendocrine Differentiation,0.55,moderate,1/2 key terms matched; 40.0% term overlap,0.3,fair,1/2 key terms matched; 38.0% term overlap,0.25,poor,1/2 key terms matched; 36.7% term overlap,0.2,poor,1/2 key terms matched; 38.0% term overlap,0.15,poor,1/2 key terms matched; 36.7% term overlap,1,0.55,moderate_confidence
"ADENOCARCINOMA, ENDOMETRIOID",Endometrioid Adenocarcinoma,Endometrial Endometrioid Adenocarcinoma,Ovarian Endometrioid Adenocarcinoma,Endometrioid Tumor,Advanced Endometrioid Adenocarcinoma,0.95,excellent,All key terms present (2/2 terms matched),0.9,excellent,All key terms present (2/2 terms matched),0.85,excellent,All key terms present (2/2 terms matched),0.4,fair,1/2 key terms matched; 43.3% term overlap,0.75,good,All key terms present (2/2 terms matched),1,0.95,high_confidence
"ADENOCARCINOMA, LOW GRADE SEROUS",Ovarian Low Grade Serous Adenocarcinoma,Serous Adenocarcinoma,Primary Peritoneal Low Grade Serous Adenocarcinoma,Ovarian Serous Adenocarcinoma,Low Grade Broad Ligament Serous Adenocarcinoma,0.95,excellent,All key terms present (4/4 terms matched),0.5,moderate,2/4 key terms matched; 50.0% term overlap,0.85,excellent,All key terms present (4/4 terms matched),0.4,fair,2/4 key terms matched; 46.0% term overlap,0.75,good,All key terms present (4/4 terms matched),1,0.95,high_confidence
"ADENOCARCINOMA, MIXED",Mixed Cell Adenocarcinoma,Mixed Carcinoma,Gastric Mixed Adenocarcinoma,Malignant Mixed Neoplasm,"Lung Adenocarcinoma, Mixed Subtype",0.95,excellent,All key terms present (2/2 terms matched),0.5,moderate,1/2 key terms matched; 43.3% term overlap,0.85,excellent,All key terms present (2/2 terms matched),0.4,fair,1/2 key terms matched; 40.0% term overlap,0.75,good,All key terms present (2/2 terms matched),1,0.95,high_confidence
"ADENOCARCINOMA, MIXED SUBTYPES",Mixed Cell Adenocarcinoma,"Lung Adenocarcinoma, Mixed Subtype",Mixed Carcinoma,Gastric Mixed Adenocarcinoma,Malignant Mixed Neoplasm,0.7,good,2/3 key terms matched; 60.0% term overlap,0.5,moderate,2/3 key terms matched; 56.0% term overlap,0.25,poor,1/3 key terms matched; 30.0% term overlap,0.55,moderate,2/3 key terms matched; 60.0% term overlap,0.15,poor,1/3 key terms matched; 28.0% term overlap,1,0.7,good_confidence
"ADENOCARCINOMA, MUCINOUS",Mucinous Adenocarcinoma,Gastric Mucinous Adenocarcinoma,Endometrial Mucinous Adenocarcinoma,Appendix Mucinous Adenocarcinoma,Colon Mucinous Adenocarcinoma,0.95,excellent,All key terms present (2/2 terms matched),0.9,excellent,All key terms present (2/2 terms matched),0.85,excellent,All key terms present (2/2 terms matched),0.8,good,All key terms present (2/2 terms matched),0.75,good,All key terms present (2/2 terms matched),1,0.95,high_confidence
"ADENOCARCINOMA, NOS",Adenocarcinoma,Mucin-Producing Adenocarcinoma,Carcinoma,Advanced Adenocarcinoma,Carcinoma Unspecified Site,0.95,excellent,All key terms present (1/1 terms matched),0.9,excellent,All key terms present (1/1 terms matched),0.1,poor,No key term overlap - likely poor match,0.8,good,All key terms present (1/1 terms matched),0.0,poor,No key term overlap - likely poor match,1,0.95,high_confidence
"ADENOCARCINOMA, NOS 81403",Adenocarcinoma,Mucin-Producing Adenocarcinoma,Carcinoma,Endometrial Adenocarcinoma,Spiradenocarcinoma,0.55,moderate,1/2 key terms matched; 50.0% term overlap,0.5,moderate,1/2 key terms matched; 40.0% term overlap,0.1,poor,No key term overlap - likely poor match,0.4,fair,1/2 key terms matched; 43.3% term overlap,0.0,poor,No key term overlap - likely poor match,1,0.55,moderate_confidence
"ADENOCARCINOMA, SEROUS",Serous Adenocarcinoma,Ovarian Serous Adenocarcinoma,Endometrial Serous Adenocarcinoma,Cervical Serous Adenocarcinoma,Serous Cystadenocarcinoma,0.95,excellent,All key terms present (2/2 terms matched),0.9,excellent,All key terms present (2/2 terms matched),0.85,excellent,All key terms present (2/2 terms matched),0.8,good,All key terms present (2/2 terms matched),0.35,fair,1/2 key terms matched; 43.3% term overlap,1,0.95,high_confidence
"ADENOCARCINOMA, SIGNET RING CELL",Signet Ring Cell Carcinoma,Colon Signet Ring Cell Adenocarcinoma,Gastric Signet Ring Cell Adenocarcinoma,Pancreatic Signet Ring Cell Carcinoma,Appendix Signet Ring Cell Carcinoma,0.7,good,3/4 key terms matched; 69.0% term overlap,0.9,excellent,All key terms present (4/4 terms matched),0.85,excellent,All key terms present (4/4 terms matched),0.55,moderate,3/4 key terms matched; 65.0% term overlap,0.5,fair,3/4 key terms matched; 65.0% term overlap,2,0.9,good_confidence
"ADENOCARCINOMA, TUBULAR",Tubular Adenocarcinoma,Adenocarcinoma in Tubular Adenoma,Gastric Tubular Adenocarcinoma,Tubular Adenoma,Tubular Neoplasm,0.95,excellent,All key terms present (2/2 terms matched),0.9,excellent,All key terms present (2/2 terms matched),0.85,excellent,All key terms present (2/2 terms matched),0.4,fair,1/2 key terms matched; 43.3% term overlap,0.35,fair,1/2 key terms matched; 43.3% term overlap,1,0.95,high_confidence
ADENOCARCINOMA- MAMMARY GLAND,Breast Adenocarcinoma,Advanced Breast Adenocarcinoma,Breast Carcinoma,Salivary Gland Adenocarcinoma,Major Salivary Gland Adenocarcinoma,0.35,fair,1/3 key terms matched; 30.0% term overlap,0.3,fair,1/3 key terms matched; 28.0% term overlap,0.1,poor,No key term overlap - likely poor match,0.55,moderate,2/3 key terms matched; 60.0% term overlap,0.35,fair,2/3 key terms matched; 56.0% term overlap,4,0.55,low_confidence
ADENOCARCINOMA- NOS,Adenocarcinoma,Advanced Adenocarcinoma,Carcinoma,Carcinoma Unspecified Site,Mucin-Producing Adenocarcinoma,0.95,excellent,All key terms present (1/1 terms matched),0.9,excellent,All key terms present (1/1 terms matched),0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.75,good,All key terms present (1/1 terms matched),1,0.95,high_confidence
ADENOCARCINOMA- PROSTATE,Prostate Adenocarcinoma,Prostate Carcinoma,Poorly Differentiated Prostate Adenocarcinoma,Advanced Prostate Adenocarcinoma,Malignant Prostate Neoplasm,0.95,excellent,All key terms present (2/2 terms matched),0.5,moderate,1/2 key terms matched; 43.3% term overlap,0.85,excellent,All key terms present (2/2 terms matched),0.8,good,All key terms present (2/2 terms matched),0.35,fair,1/2 key terms matched; 40.0% term overlap,1,0.95,high_confidence
ADENOCARCINOMA-MAMMARY GLAND,Breast Adenocarcinoma,Advanced Breast Adenocarcinoma,Breast Carcinoma,Salivary Gland Adenocarcinoma,Major Salivary Gland Adenocarcinoma,0.35,fair,1/3 key terms matched; 30.0% term overlap,0.3,fair,1/3 key terms matched; 28.0% term overlap,0.1,poor,No key term overlap - likely poor match,0.55,moderate,2/3 key terms matched; 60.0% term overlap,0.35,fair,2/3 key terms matched; 56.0% term overlap,4,0.55,low_confidence
ADENOCARINOMA,Adenosarcoma,Adenoid Cystic Carcinoma,Adenomyoma,Cervical Adenosarcoma,Cylindrocarcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
ADENOID CYSTIC BREAST CANCER,Breast Adenoid Cystic Carcinoma,Adenoid Cystic Carcinoma,Cervical Adenoid Cystic Carcinoma,Advanced Adenoid Cystic Carcinoma,Bartholin Gland Adenoid Cystic Carcinoma,0.7,good,3/4 key terms matched; 69.0% term overlap,0.5,moderate,2/4 key terms matched; 46.0% term overlap,0.45,fair,2/4 key terms matched; 43.3% term overlap,0.4,fair,2/4 key terms matched; 43.3% term overlap,0.35,fair,2/4 key terms matched; 41.4% term overlap,1,0.7,good_confidence
ADENOID CYSTIC CARCINOMA,Adenoid Cystic Carcinoma,Cervical Adenoid Cystic Carcinoma,Advanced Adenoid Cystic Carcinoma,Lung Adenoid Cystic Carcinoma,Salivary Gland Adenoid Cystic Carcinoma,1.0,excellent,Exact match,0.9,excellent,All key terms present (3/3 terms matched),0.85,excellent,All key terms present (3/3 terms matched),0.8,good,All key terms present (3/3 terms matched),0.75,good,All key terms present (3/3 terms matched),1,1.0,high_confidence
ADENOID CYSTIC CARCINOMA OF THE LUNG,Lung Adenoid Cystic Carcinoma,Adenoid Cystic Carcinoma,Laryngeal Adenoid Cystic Carcinoma,Tracheal Adenoid Cystic Carcinoma,Advanced Adenoid Cystic Carcinoma,0.95,excellent,All key terms present (4/4 terms matched),0.65,moderate,3/4 key terms matched; 75.0% term overlap,0.6,moderate,3/4 key terms matched; 69.0% term overlap,0.55,moderate,3/4 key terms matched; 69.0% term overlap,0.5,fair,3/4 key terms matched; 69.0% term overlap,1,0.95,high_confidence
ADENOSARCOMA,Adenosarcoma,Cervical Adenosarcoma,Ovarian Adenosarcoma,Broad Ligament Adenosarcoma,Angiosarcoma,1.0,excellent,Exact match,0.9,excellent,All key terms present (1/1 terms matched),0.85,excellent,All key terms present (1/1 terms matched),0.8,good,All key terms present (1/1 terms matched),0.0,poor,No key term overlap - likely poor match,1,1.0,high_confidence
ADENOSQUAMOUS,Adenosquamous Carcinoma,Endometrial Adenosquamous Carcinoma,Cervical Adenosquamous Carcinoma,Lung Adenosquamous Carcinoma,Skin Adenosquamous Carcinoma,0.95,excellent,All key terms present (1/1 terms matched),0.9,excellent,All key terms present (1/1 terms matched),0.85,excellent,All key terms present (1/1 terms matched),0.8,good,All key terms present (1/1 terms matched),0.75,good,All key terms present (1/1 terms matched),1,0.95,high_confidence
ADENOSQUAMOUS CARCINOMA,Adenosquamous Carcinoma,Lung Adenosquamous Carcinoma,Skin Adenosquamous Carcinoma,Endometrial Adenosquamous Carcinoma,Cervical Adenosquamous Carcinoma,1.0,excellent,Exact match,0.9,excellent,All key terms present (2/2 terms matched),0.85,excellent,All key terms present (2/2 terms matched),0.8,good,All key terms present (2/2 terms matched),0.75,good,All key terms present (2/2 terms matched),1,1.0,high_confidence
ADENOSQUAMOUS CARCINOMA OF GALLBLADDER,Gallbladder Adenosquamous Carcinoma,Gallbladder Squamous Cell Carcinoma,Gallbladder Adenocarcinoma with Squamous Metaplasia,Gallbladder Goblet Cell Adenocarcinoma,Gastric Adenosquamous Carcinoma,0.95,excellent,All key terms present (3/3 terms matched),0.5,moderate,2/3 key terms matched; 56.0% term overlap,0.25,poor,1/3 key terms matched; 26.7% term overlap,0.2,poor,1/3 key terms matched; 26.7% term overlap,0.5,fair,2/3 key terms matched; 60.0% term overlap,1,0.95,high_confidence
ADENOSQUAMOUS CARCINOMA OF THE GALLBLADDER,Gallbladder Adenosquamous Carcinoma,Gallbladder Squamous Cell Carcinoma,Gallbladder Adenocarcinoma with Squamous Metaplasia,Gallbladder Goblet Cell Adenocarcinoma,Gastric Adenosquamous Carcinoma,0.95,excellent,All key terms present (3/3 terms matched),0.5,moderate,2/3 key terms matched; 56.0% term overlap,0.25,poor,1/3 key terms matched; 26.7% term overlap,0.2,poor,1/3 key terms matched; 26.7% term overlap,0.5,fair,2/3 key terms matched; 60.0% term overlap,1,0.95,high_confidence
ADENOSQUAMOUS CARCINOMA OF THE PANCREAS,Pancreatic Adenosquamous Carcinoma,Advanced Pancreatic Adenosquamous Carcinoma,Metastatic Pancreatic Adenosquamous Carcinoma,Pancreatic Squamous Cell Carcinoma,Resectable Pancreatic Adenosquamous Carcinoma,0.7,good,2/3 key terms matched; 60.0% term overlap,0.5,moderate,2/3 key terms matched; 56.0% term overlap,0.45,fair,2/3 key terms matched; 56.0% term overlap,0.2,poor,1/3 key terms matched; 26.7% term overlap,0.35,fair,2/3 key terms matched; 56.0% term overlap,1,0.7,good_confidence
ADENOSQUAMOUS CARCINOMA OF THE STOMACH,Gastric Adenosquamous Carcinoma,Adenosquamous Carcinoma,Gastric Squamous Cell Carcinoma,Tongue Adenosquamous Carcinoma,Salivary Gland Adenosquamous Carcinoma,0.7,good,2/3 key terms matched; 60.0% term overlap,0.65,moderate,2/3 key terms matched; 66.7% term overlap,0.25,poor,1/3 key terms matched; 26.7% term overlap,0.55,moderate,2/3 key terms matched; 60.0% term overlap,0.35,fair,2/3 key terms matched; 56.0% term overlap,1,0.7,good_confidence
