original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
"LUNG, RIGHT MIDDLE LOBE",Middle Lobe of the Right Lung,1,2,Middle Lobe of the Right Lung,0.9946,Lower Lobe of the Right Lung,0.9611,Upper Lobe of the Right Lung,0.9593,Lobe of the Left Lung,0.9589,Right Lung,0.9584
"LUNG, RIGHT UPPER LOBE",Upper Lobe of the Right Lung,1,2,Upper Lobe of the Right Lung,0.9953,Upper Lobe of the Left Lung,0.9891,Lower Lobe of the Right Lung,0.9742,Lower Lobe of the Left Lung,0.9653,Lobe of the Left Lung,0.9606
LUNG/LEFT LOWER LOBE,Lower Lobe of the Left Lung,1,2,Lower Lobe of the Left Lung,0.9929,Lower Lobe of the Lung,0.9879,Lower Lobe of the Right Lung,0.9859,Lobe of the Left Lung,0.9722,Upper Lobe of the Left Lung,0.9705
LUNG/LOWER LOBE,Lower Lobe of the Lung,1,2,Lower Lobe of the Lung,0.9913,Lower Lobe of the Left Lung,0.9844,Lower Lobe of the Right Lung,0.9830,Upper Lobe of the Left Lung,0.9612,Upper Lobe of the Right Lung,0.9605
LUNG/MIDDLE LOBE,Middle Lobe of the Right Lung,1,2,Middle Lobe of the Right Lung,0.9847,Middle Lobe of the Prostate,0.9508,Lobe of the Left Lung,0.9483,Lower Lobe of the Right Lung,0.9458,Lower Lobe of the Lung,0.9438
LUNG/PLEURA,Lung<;>Pleura,1,2,Lung<;>Pleura,0.9868,Chest<;>Lung<;>Pleura,0.9811,Pleura,0.9692,Right<;>Lung<;>Pleura<;>Diaphragm,0.9635,Left<;>Pleura,0.9589
LUNGLINGULA,Lingula of the Lung,2,2,Lung,0.9455,Lingula of the Lung,0.9440,Lobe of the Left Lung,0.9251,Lower Lobe of the Left Lung,0.9241,Lower Lobe of the Right Lung,0.9230
"LUNGS, ILIAC NERVE",Iliac Nerve Plexus<;>Lung,1,2,Iliac Nerve Plexus<;>Lung,0.9796,Lung,0.9363,Liver<;>Left Lung<;>Pelvic Wall,0.9265,Right<;>Iliac Lymph Node,0.9246,Lymph Node<;>Right<;>Ilium,0.9144
LYMPH NODE,Lymph Node,1,2,Lymph Node,1.0000,Vulva<;>Lymph Node,0.9583,Limb<;>Regional Lymph Node,0.9541,Lymph Node<;>Metastasis,0.9533,Inguinal Lymph Node,0.9523
LYMPH NODE METASTASES,Lymph Node<;>Metastasis,1,2,Lymph Node<;>Metastasis,0.9892,Inguinal Lymph Node<;>Metastasis,0.9612,Portal Lymph Node<;>Metastasis,0.9530,Right<;>Axillary Lymph Node<;>Metastasis,0.9512,Lymph Node,0.9506
LYMPH NODE METASTASIS,Lymph Node<;>Metastasis,1,2,Lymph Node<;>Metastasis,0.9910,Inguinal Lymph Node<;>Metastasis,0.9595,Lymph Node,0.9570,Portal Lymph Node<;>Metastasis,0.9544,Right<;>Axillary Lymph Node<;>Metastasis,0.9513
"LYMPH NODE, LEFT SUPRACLAVICULAR",Left Supraclavicular Lymph Node,1,2,Left Supraclavicular Lymph Node,0.9966,Left<;>Supraclavicular Lymph Node,0.9942,Left<;>Superior<;>Mediastinal Lymph Node,0.9608,Left<;>Axillary Lymph Node,0.9590,Left<;>Inguinal Lymph Node,0.9555
"LYMPH NODE, RIGHT AXILLARY",Right<;>Axillary Lymph Node,1,2,Right<;>Axillary Lymph Node,0.9917,Left<;>Axillary Lymph Node,0.9805,Right<;>Axillary Lymph Node<;>Metastasis,0.9769,Axillary Lymph Node,0.9667,Right<;>Mediastinal Lymph Node,0.9631
"LYMPH NODE, RIGHT PARA ILIAC",Lymph Node<;>Right<;>Ilium,3,2,Right<;>Iliac Lymph Node,0.9781,Right<;>Retroperitoneal Lymph Node,0.9678,Lymph Node<;>Right<;>Ilium,0.9675,Paraaortic Lymph Node,0.9592,Left<;>Renal Lymph Node,0.9566
LYMPH NODES,Lymph Node,1,2,Lymph Node,0.9977,Vulva<;>Lymph Node,0.9578,Lymph Node<;>Metastasis,0.9544,Limb<;>Regional Lymph Node,0.9527,Inguinal Lymph Node,0.9522
LYMPHOID TISSUE,Lymphoid Tissue,1,2,Lymphoid Tissue,1.0000,Lymph Node,0.9345,Tissue,0.9318,Liver<;>Pelvis<;>Lymph Node,0.9183,Skin/Subcutaneous Tissue<;>Trunk,0.9136
LYMPH_NODE,Lymph Node,1,2,Lymph Node,0.9905,Vulva<;>Lymph Node,0.9610,Neck<;>Lymph Node,0.9583,Lymph Node<;>Metastasis,0.9576,Limb<;>Regional Lymph Node,0.9566
M,Middle<;>Stomach,99,2,Mentum,0.9108,Peritoneum<;>B-Lymphocyte,0.8960,Metastasis,0.8959,Mediastinum,0.8921,Midline,0.8917
MANDIBLE,Mandible,1,2,Mandible,1.0000,Maxilla,0.9245,Submandibular Gland,0.9217,Salivary Gland,0.9140,Head and Neck,0.9134
MANTLE CELL LYMPHOMA B CELL NON-HODGKIN'S LYMPHOMA,Blood<;>B-Lymphocyte,3,2,Bone Marrow<;>B-Lymphocyte,0.9196,Peripheral Blood<;>B-Lymphocyte,0.9163,Blood<;>B-Lymphocyte,0.9163,Metastatic Malignant Neoplasm in the Skin,0.9112,Peritoneum<;>B-Lymphocyte,0.9107
MATCHING TISSUE,Prostate Gland,99,2,Tissue,0.9319,Skin/Subcutaneous Tissue<;>Metastasis,0.9068,Skin/Subcutaneous Tissue,0.9031,Face<;>Soft Tissue,0.9007,Limb<;>Skin/Subcutaneous Tissue,0.8985
MAXILLA,Maxilla,1,2,Maxilla,1.0000,Maxillary Sinus,0.9501,Mandible,0.9245,Oropharynx,0.9242,Skull,0.9202
MAXILLARY SINUS,Maxillary Sinus,1,2,Maxillary Sinus,1.0000,Maxilla,0.9501,Ethmoid Sinus,0.9407,Nasal Cavity<;>Paranasal Sinus,0.9308,Sinonasal Tract,0.9252
MEDIASTINAL,Mediastinum,1,2,Mediastinum,0.9754,Mediastinum<;>Lung,0.9546,Left<;>Mediastinum,0.9500,Right<;>Mediastinal Lymph Node,0.9406,Left<;>Superior<;>Mediastinal Lymph Node,0.9357
MEDIASTINUM,Mediastinum,1,2,Mediastinum,1.0000,Mediastinum<;>Lung,0.9718,Left<;>Mediastinum,0.9691,Anterior Mediastinum,0.9523,Left<;>Posterior Mediastinum,0.9480
"MEDIASTIUM, PULMONARY METS.",Mediastinum<;>Lung,1,2,Mediastinum<;>Lung,0.9129,Skin/Subcutaneous Tissue<;>Metastasis,0.9128,Peritoneal<;>Nodule,0.9115,Chest Wall<;>Metastasis,0.9103,Pubic Bone<;>Metastasis,0.9087
METASTASIS,Metastasis,1,2,Metastasis,1.0000,Metastatic,0.9753,Breast<;>Metastasis,0.9687,Lung<;>Metastasis,0.9637,Skin<;>Metastasis,0.9568
METASTATIC,Metastatic,1,2,Metastatic,1.0000,Metastasis,0.9753,Metastatic Malignant Neoplasm in the Skin,0.9626,Metastatic Malignant Neoplasm in the Adrenal Gland,0.9553,Breast<;>Metastasis,0.9519
METASTATIC CASTRATION-RESISTANT,Metastatic,1,2,Metastatic,0.9366,Metastatic Malignant Neoplasm in the Adrenal Gland,0.9260,Metastatic Malignant Neoplasm in the Skin,0.9207,Breast<;>Metastasis,0.9157,Metastasis,0.9149
METASTATIC HORMONE-SENSITIVE,Metastatic,1,2,Metastatic,0.9389,Breast<;>Metastasis,0.9307,Skin/Subcutaneous Tissue<;>Metastasis,0.9306,Metastatic Malignant Neoplasm in the Adrenal Gland,0.9303,Metastatic Malignant Neoplasm in the Skin,0.9281
"METASTATIC, VARIANT HISTOLOGY",Metastatic,1,2,Metastatic,0.9507,Metastatic Malignant Neoplasm in the Skin,0.9501,Metastatic Malignant Neoplasm in the Adrenal Gland,0.9488,Skin/Subcutaneous Tissue<;>Metastasis,0.9426,Metastasis,0.9376
MID,Middle,1,2,Middle,0.9283,Middle<;>Distal,0.9186,Proximal<;>Middle,0.9185,Rectum<;>Middle,0.9113,Rectum<;>Distal<;>Middle,0.9079
MID RECTAL TUMOR,Rectum<;>Middle,2,2,Rectum<;>Distal<;>Middle,0.9279,Rectum<;>Middle,0.9277,Rectum,0.9055,Rectum<;>Distal,0.9054,Small Intestine<;>Metastasis,0.9042
MID RECTUM,Rectum<;>Middle,2,2,Rectum<;>Distal<;>Middle,0.9489,Rectum<;>Middle,0.9487,Rectum,0.9286,Rectum<;>Distal,0.9236,Middle of the Prostate<;>Base of the Prostate,0.9169
MID TO DISTAL RECTUM,Rectum<;>Distal<;>Middle,1,2,Rectum<;>Distal<;>Middle,0.9789,Rectum<;>Distal,0.9724,Rectum<;>Middle,0.9549,Middle<;>Distal,0.9533,Distal,0.9444
MID-DISTAL,Middle<;>Distal,1,2,Middle<;>Distal,0.9757,Distal,0.9598,Rectum<;>Distal<;>Middle,0.9516,Proximal<;>Middle,0.9476,Rectum<;>Distal,0.9410
MID-DISTAL RECTUM,Rectum<;>Distal<;>Middle,1,2,Rectum<;>Distal<;>Middle,0.9782,Rectum<;>Distal,0.9711,Rectum<;>Middle,0.9543,Middle<;>Distal,0.9521,Distal,0.9437
MID-RECTUM,Rectum<;>Middle,2,2,Rectum<;>Distal<;>Middle,0.9565,Rectum<;>Middle,0.9564,Rectum,0.9336,Rectum<;>Distal,0.9300,Middle<;>Distal,0.9221
MID-TO-DISTAL RECTUM,Rectum<;>Distal<;>Middle,1,2,Rectum<;>Distal<;>Middle,0.9805,Rectum<;>Distal,0.9760,Rectum<;>Middle,0.9551,Middle<;>Distal,0.9520,Rectum,0.9489
MIDDISTAL,Middle<;>Distal,1,2,Middle<;>Distal,0.9148,Middle of the Prostate<;>Base of the Prostate,0.9093,Middle of the Prostate<;>Apex of the Prostate<;>Base of the Prostate,0.9052,Rectum<;>Distal<;>Middle,0.9045,Middle Lobe of the Prostate,0.9040
MIDDLE,Middle Lobe of the Prostate,3,2,Middle,1.0000,Rectum<;>Middle,0.9511,Middle Lobe of the Prostate,0.9443,Proximal<;>Middle,0.9370,Middle Lobe of the Right Lung,0.9352
MIDDLE 1/3,Middle<;>Stomach,99,2,Middle,0.9612,Middle Lobe of the Prostate,0.9414,Proximal<;>Middle,0.9404,Rectum<;>Middle,0.9386,Middle Lobe of the Right Lung,0.9362
MIDDLEBASE,Middle of the Prostate<;>Base of the Prostate,2,2,Middle,0.9527,Middle of the Prostate<;>Base of the Prostate,0.9305,Middle of the Prostate<;>Apex of the Prostate<;>Base of the Prostate,0.9230,Rectum<;>Middle,0.9208,Middle Lobe of the Prostate,0.9146
MIDLINE,Midline,1,2,Midline,1.0000,Frontal Lobe<;>Midline,0.9416,Multifocal<;>Left<;>Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe<;>Right<;>Occipital Lobe,0.8958,Mediastinum,0.8915,Multifocal,0.8900
MINOR PELVIS EXTRA ADRENAL PGL,Lesser Pelvis<;>Extra-Adrenal,1,2,Lesser Pelvis<;>Extra-Adrenal,0.9667,Extra-Adrenal Retroperitoneal Paraganglioma,0.9618,Extra-Adrenal<;>Abdomen<;>Pelvis,0.9549,Retroperitoneal<;>Extra-Adrenal,0.9476,Paraaortic Region<;>Extra-Adrenal,0.9464
MULTIFOCAL LEFT FRONTAL/TEMPORAL/PARIETAL; RIGHT OCCIPITAL,Multifocal<;>Left<;>Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe<;>Right<;>Occipital Lobe,1,2,Multifocal<;>Left<;>Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe<;>Right<;>Occipital Lobe,0.9838,Right<;>Parietal Lobe<;>Occipital Lobe,0.9548,Right<;>Temporal Lobe<;>Occipital Lobe,0.9540,Left<;>Parietal Lobe<;>Occipital Lobe,0.9529,Left<;>Temporal Lobe<;>Occipital Lobe,0.9526
MUSCLE,Muscle,1,2,Muscle,1.0000,Psoas Muscle,0.9129,Skin/Subcutaneous Tissue<;>Trunk,0.9124,Temporal Muscle,0.9098,Skin/Subcutaneous Tissue,0.9097
NASAL CAVITY,Nasal Cavity,1,2,Nasal Cavity,1.0000,Nasal Cavity<;>Paranasal Sinus,0.9552,Oral Cavity,0.9406,Nasal Septum,0.9351,Nasopharynx,0.9209
NASAL SEPTUM,Nasal Septum,1,2,Nasal Septum,1.0000,Nasal Cavity,0.9351,Sinonasal Tract,0.9221,Nasal Cavity<;>Paranasal Sinus,0.9217,Nasopharynx,0.9079
NASOPHARYNX,Nasopharynx,1,2,Nasopharynx,1.0000,Nasal Cavity,0.9209,Nasal Cavity<;>Paranasal Sinus,0.9200,Oropharynx,0.9194,Head and Neck,0.9184
NATRUNK,Trunk,99,2,Nasopharynx,0.8836,Urethra,0.8809,Sinonasal Tract,0.8776,Flank,0.8776,Trachea,0.8776
NECK,Neck of Gallbladder,5,2,Neck,1.0000,Neck<;>Lymph Node,0.9605,Head and Neck,0.9589,Right<;>Neck,0.9536,Neck of Gallbladder,0.9441
NECK LYMPH NODE,Neck<;>Lymph Node,1,2,Neck<;>Lymph Node,0.9929,Head and Neck<;>Regional Lymph Node,0.9679,Neck,0.9655,Lymph Node,0.9519,Vulva<;>Lymph Node,0.9472
NECK MASS,Neck,1,2,Neck,0.9449,Neck<;>Lymph Node,0.9313,Head and Neck,0.9208,Right<;>Neck,0.9198,Neck of Gallbladder,0.9133
NON-METASTATIC CASTRATION-RESISTANT,Nonmetastatic,5,2,Metastatic,0.9281,Metastatic Malignant Neoplasm in the Adrenal Gland,0.9247,Metastatic Malignant Neoplasm in the Skin,0.9192,Skin/Subcutaneous Tissue<;>Metastasis,0.9131,Nonmetastatic,0.9126
NONRESPONDING ADRENAL GLAND METASTASIS,Metastatic Malignant Neoplasm in the Adrenal Gland,1,2,Metastatic Malignant Neoplasm in the Adrenal Gland,0.9222,Right<;>Axillary Lymph Node<;>Metastasis,0.9180,Breast<;>Metastasis,0.9089,Axillary<;>Soft Tissue<;>Metastasis,0.9081,Skin/Subcutaneous Tissue<;>Metastasis,0.9075
NONRESPONDING CUTANEOUS METASTASIS,Skin<;>Metastasis,1,2,Skin<;>Metastasis,0.9233,Metastatic Malignant Neoplasm in the Skin,0.9212,Skin<;>Breast<;>Metastasis,0.9206,Skin/Subcutaneous Tissue<;>Metastasis,0.9173,Skin<;>Chest Wall<;>Metastasis,0.9134
NONRESPONDING INGUINAL METASTASIS,Inguinal Region<;>Metastasis,1,2,Inguinal Region<;>Metastasis,0.9404,Inguinal Lymph Node<;>Metastasis,0.9369,Right<;>Axillary Lymph Node<;>Metastasis,0.9173,Inguinal Region<;>Lymph Node,0.9153,Inguinal Lymph Node,0.9131
NONRESPONDING SPLEEN METASTASIS,Spleen<;>Metastasis,1,2,Spleen<;>Metastasis,0.9339,Small Intestine<;>Metastasis,0.9122,Right<;>Axillary Lymph Node<;>Metastasis,0.9117,Spleen,0.9104,Portal Lymph Node<;>Metastasis,0.9100
OCCIPITAL AND TEMPORAL LOBE,Occipital Lobe<;>Temporal Lobe,1,2,Occipital Lobe<;>Temporal Lobe,0.9857,Occipital Lobe,0.9778,Left<;>Temporal Lobe<;>Occipital Lobe,0.9764,Occipital Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9759,Right<;>Temporal Lobe<;>Occipital Lobe,0.9731
OCCIPITAL LOBE,Occipital Lobe,1,2,Occipital Lobe,1.0000,Left<;>Occipital Lobe,0.9741,Occipital Lobe<;>Temporal Lobe,0.9709,Right<;>Occipital Lobe,0.9708,Occipital Lobe<;>Parietal Lobe,0.9673
"OCCIPITAL LOBE,PARIETAL LOBE",Occipital Lobe<;>Parietal Lobe,1,2,Occipital Lobe<;>Parietal Lobe,0.9921,Occipital Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9836,Left<;>Parietal Lobe<;>Occipital Lobe,0.9833,Right<;>Parietal Lobe<;>Occipital Lobe,0.9803,Occipital Lobe,0.9744
"OCCIPITAL LOBE,PARIETAL LOBE,TEMPORAL LOBE",Occipital Lobe<;>Parietal Lobe<;>Temporal Lobe,1,2,Occipital Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9919,Occipital Lobe<;>Parietal Lobe,0.9847,Left<;>Parietal Lobe<;>Occipital Lobe,0.9767,Occipital Lobe<;>Temporal Lobe,0.9765,Right<;>Parietal Lobe<;>Occipital Lobe,0.9747
"OCCIPITAL LOBE,SUPRASELLAR/HYPOTHALAMIC/PITUITARY",Occipital Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,1,2,Occipital Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9876,Frontal Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus<;>Brain Ventricle,0.9693,Supratentorial<;>Occipital Lobe,0.9680,Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9675,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Temporal Lobe,0.9655
"OCCIPITAL LOBE,TEMPORAL LOBE",Occipital Lobe<;>Temporal Lobe,1,2,Occipital Lobe<;>Temporal Lobe,0.9910,Occipital Lobe,0.9814,Occipital Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9803,Left<;>Temporal Lobe<;>Occipital Lobe,0.9803,Right<;>Temporal Lobe<;>Occipital Lobe,0.9780
OMENTUM,Omentum,1,2,Omentum,1.0000,Omental Bursa,0.9628,Omentum<;>Peritoneum<;>Uterus,0.9626,Greater Omentum,0.9504,Pelvic Peritoneum<;>Greater Omentum,0.9334
"OMENTUM, PERITONEUM, UTERUS",Omentum<;>Peritoneum<;>Uterus,1,2,Omentum<;>Peritoneum<;>Uterus,0.9897,Omentum,0.9670,Peritoneum,0.9620,Peritoneum<;>Ovary,0.9574,Pelvic Peritoneum<;>Greater Omentum,0.9556
OPTIC CHIASM,Optic Chiasm,1,2,Optic Chiasm,1.0000,Optic Nerve,0.9423,Orbit,0.8963,Left<;>Femoral Neck<;>Head of the Femur,0.8920,Left<;>Orbit,0.8919
OPTIC NERVE,Optic Nerve,1,2,Optic Nerve,1.0000,Optic Chiasm,0.9423,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Temporal Lobe,0.9064,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9010,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9005
OPTIC PATHWAY,Visual Pathway,1,2,Visual Pathway,0.9522,Optic Nerve,0.9447,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Temporal Lobe,0.9228,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9207,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9202
"OPTIC PATHWAY,SUPRASELLAR/HYPOTHALAMIC/PITUITARY",Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,1,2,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9809,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Temporal Lobe,0.9789,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9772,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9618,Occipital Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9584
"OPTIC PATHWAY,SUPRASELLAR/HYPOTHALAMIC/PITUITARY,TEMPORAL LOBE",Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Temporal Lobe,1,2,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Temporal Lobe,0.9834,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9754,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9746,Occipital Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9628,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9621
"OPTIC PATHWAY,SUPRASELLAR/HYPOTHALAMIC/PITUITARY,THALAMUS",Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,1,2,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9834,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Temporal Lobe,0.9786,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9767,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9610,Frontal Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus<;>Brain Ventricle,0.9591
ORAL CAVITY,Oral Cavity,1,2,Oral Cavity,1.0000,Nasal Cavity,0.9406,Oropharynx,0.9166,Nasal Cavity<;>Paranasal Sinus,0.9161,Buccal Mucosa,0.9160
ORBITAL CAVITY,Orbit,2,2,Oral Cavity,0.9321,Orbit,0.9249,Nasal Cavity,0.9175,Left<;>Orbit,0.9077,Nasal Cavity<;>Paranasal Sinus,0.9014
ORBITAL MASS,Orbit,1,2,Orbit,0.9229,Pelvic Mass,0.9214,Left<;>Orbit,0.9086,Ovary,0.8891,Occipital Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.8852
OROPHARYNX,Oropharynx,1,2,Oropharynx,1.0000,Maxilla,0.9242,Pharynx,0.9224,Palate,0.9199,Nasopharynx,0.9194
"OTHER LOCATIONS NOS,SPINAL CORD- LUMBAR/THECAL SAC,SPINAL CORD- THORACIC,TEMPORAL LOBE",Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Temporal Lobe,1,2,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Temporal Lobe,0.9606,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Brain Ventricle,0.9511,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.9474,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9415,Lateral Ventricle<;>Parietal Lobe<;>Temporal Lobe,0.9404
"OTHER LOCATIONS NOS,SPINAL CORD- LUMBAR/THECAL SAC,SPINAL CORD- THORACIC,VENTRICLES",Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Brain Ventricle,1,2,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Brain Ventricle,0.9564,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9375,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Temporal Lobe,0.9364,Thorax<;>Epidural Spinal Canal Space,0.9345,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.9337
OTHER SOFT TISSUE,Soft Tissue,1,2,Soft Tissue,0.9707,Soft Tissue<;>Extra-Adrenal,0.9555,Face<;>Soft Tissue,0.9520,Soft Tissue<;>Bone<;>Scapula,0.9429,Head and Neck<;>Skin/Subcutaneous Tissue,0.9361
OTHERREGIONAL CUTANEOUS OR SUBCUTANEOUS TISSUE,Skin/Subcutaneous Tissue,1,2,Skin/Subcutaneous Tissue,0.9512,Head and Neck<;>Skin/Subcutaneous Tissue,0.9402,Skin/Subcutaneous Tissue<;>Trunk,0.9369,Limb<;>Skin/Subcutaneous Tissue,0.9364,Skin/Subcutaneous Tissue<;>Metastasis,0.9311
OTHERREGIONAL LYMPH NODE,Regional Lymph Node,1,2,Regional Lymph Node,0.9305,Lymph Node,0.9288,Regional Lymph Node<;>Trunk,0.9268,Aortocaval Lymph Node<;>Retroperitoneal<;>Extra-Adrenal,0.9266,Head and Neck<;>Regional Lymph Node,0.9253
OVARIES,Ovary,1,2,Ovary,0.9886,Peritoneum<;>Ovary,0.9454,Left<;>Ovary,0.9436,Ovary<;>Uterus<;>Rectum,0.9416,Right<;>Ovary,0.9413
OVARY,Ovary,1,2,Ovary,1.0000,Peritoneum<;>Ovary,0.9503,Left<;>Ovary,0.9496,Ovary<;>Uterus<;>Rectum,0.9460,Right<;>Ovary,0.9453
"OVARY, UTERUS,RECTUM",Ovary<;>Uterus<;>Rectum,1,2,Ovary<;>Uterus<;>Rectum,0.9888,Ovary,0.9505,Lower<;>Abdomen<;>Pelvis<;>Uterus,0.9493,Uterus<;>Pelvis,0.9482,Rectum,0.9469
PALATE,Palate,1,2,Palate,1.0000,Hard Palate,0.9495,Soft Palate,0.9482,Oropharynx,0.9199,Maxilla,0.9179
PANCREAS,Pancreas,1,2,Pancreas,1.0000,Pancreatic,0.9741,Body of the Pancreas,0.9615,Head of the Pancreas<;>Body of the Pancreas,0.9473,Head of the Pancreas,0.9468
PANCREAS TAIL,Tail of the Pancreas,1,2,Tail of the Pancreas,0.9929,Body of the Pancreas<;>Tail of the Pancreas,0.9762,Head of the Pancreas<;>Tail of the Pancreas,0.9689,Pancreas,0.9549,Head of the Pancreas,0.9492
PARA-ADRENAL SOFT TISSUE EXTRA ADRENAL PGL,Soft Tissue<;>Extra-Adrenal,1,2,Soft Tissue<;>Extra-Adrenal,0.9695,Extra-Adrenal Retroperitoneal Paraganglioma,0.9672,Paraaortic Region<;>Extra-Adrenal,0.9533,Thoracic<;>Paraspinal<;>Extra-Adrenal,0.9513,Pericardium<;>Paraaortic Region<;>Extra-Adrenal,0.9494
PARA-AORTIC /PERI-CAVAL EXTRA ADRENAL PGL,Paraaortic Region<;>Vena Cava<;>Extra-Adrenal,2,2,Extra-Adrenal Retroperitoneal Paraganglioma,0.9714,Paraaortic Region<;>Vena Cava<;>Extra-Adrenal,0.9705,Paraaortic Region<;>Vena Cava<;>Retroperitoneal<;>Extra-Adrenal,0.9683,Paraaortic Region<;>Extra-Adrenal,0.9642,Paraaortic Region<;>Celiac Artery<;>Extra-Adrenal,0.9602
PARA-AORTIC /PERI-CAVAL RETROPERITONEAL EXTRA ADRENAL PGL,Paraaortic Region<;>Vena Cava<;>Retroperitoneal<;>Extra-Adrenal,2,2,Extra-Adrenal Retroperitoneal Paraganglioma,0.9779,Paraaortic Region<;>Vena Cava<;>Retroperitoneal<;>Extra-Adrenal,0.9734,Paraaortic Region<;>Vena Cava<;>Extra-Adrenal,0.9726,Paraaortic Region<;>Extra-Adrenal,0.9677,Retroperitoneal<;>Extra-Adrenal,0.9660
PARA-AORTIC EXTRA ADRENAL PGL,Paraaortic Region<;>Extra-Adrenal,2,2,Extra-Adrenal Retroperitoneal Paraganglioma,0.9771,Paraaortic Region<;>Extra-Adrenal,0.9644,Extra-Adrenal,0.9600,Paraaortic Region<;>Celiac Artery<;>Extra-Adrenal,0.9599,Paraaortic Region<;>Vena Cava<;>Extra-Adrenal,0.9576
PARA-AORTIC/CELIAC ARTERY EXTRA ADRENAL PGL,Paraaortic Region<;>Celiac Artery<;>Extra-Adrenal,1,2,Paraaortic Region<;>Celiac Artery<;>Extra-Adrenal,0.9770,Extra-Adrenal Retroperitoneal Paraganglioma,0.9697,Aortocaval Lymph Node<;>Pancreatic Lymph Node<;>Presacral<;>Extra-Adrenal,0.9621,Paraaortic Region<;>Extra-Adrenal,0.9612,Aortocaval Lymph Node<;>Retroperitoneal<;>Extra-Adrenal,0.9593
