"iri","ontology_name","ontology_prefix","short_form","description","label","obo_id","type"
"http://purl.obolibrary.org/obo/NCIT_C13029","ncit","NCIT","NCIT_C13029","Any component of the tissues capable of secreting hormones.","Endocrine System Part","NCIT:C13029","class"
"http://purl.obolibrary.org/obo/NCIT_C12772","ncit","NCIT","NCIT_C12772","The glandular or anterior lobe of the pituitary gland which secretes several hormones.","Anterior Lobe of the Pituitary Gland","NCIT:C12772","class"
"http://purl.obolibrary.org/obo/NCIT_C12773","ncit","NCIT","NCIT_C12773","The neural or post-neural lobe of the pituitary gland which stores and releases vasopressin, oxytocin, and neurophysins.","Posterior Lobe of the Pituitary Gland","NCIT:C12773","class"
"http://purl.obolibrary.org/obo/NCIT_C33784","ncit","NCIT","NCIT_C33784","Either one of the two lateral lobes of the thyroid gland, or the additional pyramidal lobe that is found superior to the isthmus between the lateral lobes in approximately one-third of cases as a normal variant. The pyramidal lobe is a remnant of the thyroglossal duct that is also called Lalouette's pyramid.","Thyroid Gland Lobe","NCIT:C33784","class"
"http://purl.obolibrary.org/obo/NCIT_C32973","ncit","NCIT","NCIT_C32973","The cone-like lobe of the thyroid gland that is located in the left side of the trachea.","Left Thyroid Gland Lobe","NCIT:C32973","class"
"http://purl.obolibrary.org/obo/NCIT_C33491","ncit","NCIT","NCIT_C33491","The cone-like lobe of the thyroid gland that is located in the right side of the trachea.","Right Thyroid Gland Lobe","NCIT:C33491","class"
"http://purl.obolibrary.org/obo/NCIT_C33437","ncit","NCIT","NCIT_C33437","A conical thyroid gland lobe.  When it is present, it usually arises from the isthmus.","Pyramidal Lobe","NCIT:C33437","class"
"http://purl.obolibrary.org/obo/NCIT_C33469","ncit","NCIT","NCIT_C33469","list()","Reticularis Zone","NCIT:C33469","class"
"http://purl.obolibrary.org/obo/NCIT_C32686","ncit","NCIT","NCIT_C32686","list()","Glomerulosa Zone","NCIT:C32686","class"
"http://purl.obolibrary.org/obo/NCIT_C32587","ncit","NCIT","NCIT_C32587","list()","Fasciculata Zone","NCIT:C32587","class"
"http://purl.obolibrary.org/obo/NCIT_C32738","ncit","NCIT","NCIT_C32738","The neurosecretory granules containing antidiuretic hormone (ADH), oxytocin, ATP or neurophysin in the axon terminals of neurons projecting from the hypothalamus to the posterior pituitary.","Herring Body","NCIT:C32738","class"
"http://purl.obolibrary.org/obo/NCIT_C32887","ncit","NCIT","NCIT_C32887","The narrow, central portion of the thyroid gland that crosses the trachea anteriorly and connects the lateral lobes of the gland. When present, the normal variant pyramidal lobe may extend from the isthmus.","Thyroid Gland Isthmus","NCIT:C32887","class"
"http://purl.obolibrary.org/obo/NCIT_C13037","ncit","NCIT","NCIT_C13037","Any component of the organs involved in the exchange of carbon dioxide and oxygen including the trachea, bronchi, bronchial tubes, lungs, and alveoli.","Respiratory System Part","NCIT:C13037","class"
"http://purl.obolibrary.org/obo/NCIT_C12683","ncit","NCIT","NCIT_C12683","Tubular structure in continuation with the trachea, serving as air passage. It terminates in the lung (terminal bronchiole).","Bronchus","NCIT:C12683","class"
"http://purl.obolibrary.org/obo/NCIT_C12284","ncit","NCIT","NCIT_C12284","The left and right main bronchi considered as a group.","Main Bronchus","NCIT:C12284","class"
"http://purl.obolibrary.org/obo/NCIT_C32968","ncit","NCIT","NCIT_C32968","One of the two main bronchi. It is narrower but longer than the right main bronchus and connects to the left lung.","Left Main Bronchus","NCIT:C32968","class"
"http://purl.obolibrary.org/obo/NCIT_C33486","ncit","NCIT","NCIT_C33486","One of the two main bronchi. It is wider but shorter than the left main bronchus and connects to the right lung.","Right Main Bronchus","NCIT:C33486","class"
"http://purl.obolibrary.org/obo/NCIT_C12930","ncit","NCIT","NCIT_C12930","A bronchial branch that is located within the lung tissue.","Intrapulmonary Bronchus","NCIT:C12930","class"
"http://purl.obolibrary.org/obo/NCIT_C32998","ncit","NCIT","NCIT_C32998","A part the bronchial tree, arising from the primary bronchi, with each one serving as the airway to a specific lobe of the lung.","Lobar Bronchus","NCIT:C32998","class"
"http://purl.obolibrary.org/obo/NCIT_C33526","ncit","NCIT","NCIT_C33526","One of the divisions of the lobar bronchus that supplies a bronchopulmonary segment.","Segmental Bronchus","NCIT:C33526","class"
"http://purl.obolibrary.org/obo/NCIT_C41266","ncit","NCIT","NCIT_C41266","A part the bronchial tree, an air passage arising from the segmental bronchus and passing to the naturally delimited part of lung segment (subsegment), where it further subdivides into smaller passages.","Subsegmental Bronchus","NCIT:C41266","class"
"http://purl.obolibrary.org/obo/NCIT_C41267","ncit","NCIT","NCIT_C41267","A part the bronchial tree of the left lung, an air passage arising from any segmental bronchus of the left lung and passing to the naturally delimited part of lung segment (subsegment), where it further subdivides into smaller passages.","Subsegmental Bronchus of Left Lung","NCIT:C41267","class"
"http://purl.obolibrary.org/obo/NCIT_C41268","ncit","NCIT","NCIT_C41268","A part the bronchial tree of the right lung, an air passage arising from any segmental bronchus of the right lung and passing to the naturally delimited part of lung segment (subsegment), where it further subdivides into smaller passages.","Subsegmental Bronchus of Right Lung","NCIT:C41268","class"
"http://purl.obolibrary.org/obo/NCIT_C12684","ncit","NCIT","NCIT_C12684","The smallest subdivisions of the bronchial tree, which are both acartilagenous and aglandular.","Bronchiole","NCIT:C12684","class"
"http://purl.obolibrary.org/obo/NCIT_C33465","ncit","NCIT","NCIT_C33465","The narrowest airway of the bronchial tree, which is formed by the division of terminal bronchioles, and which contains alveoli along its wall for gas exchange.","Respiratory Bronchiole","NCIT:C33465","class"
"http://purl.obolibrary.org/obo/NCIT_C49254","ncit","NCIT","NCIT_C49254","A respiratory bronchiole located in the left lung.","Left Lung Respiratory Bronchiole","NCIT:C49254","class"
"http://purl.obolibrary.org/obo/NCIT_C49285","ncit","NCIT","NCIT_C49285","A respiratory bronchiole located in the right lung.","Right Lung Respiratory Bronchiole","NCIT:C49285","class"
"http://purl.obolibrary.org/obo/NCIT_C33754","ncit","NCIT","NCIT_C33754","The narrowest and most distal component of the conducting portion of the respiratory system lined by ciliated cuboidal or columnar epithelium containing club cells. They branch off from the lesser bronchioles and divide distally into alveolated respiratory bronchioles (acinus).","Terminal Bronchiole","NCIT:C33754","class"
"http://purl.obolibrary.org/obo/NCIT_C49255","ncit","NCIT","NCIT_C49255","A terminal bronchiole located in the left lung.","Left Lung Terminal Bronchiole","NCIT:C49255","class"
"http://purl.obolibrary.org/obo/NCIT_C49294","ncit","NCIT","NCIT_C49294","A terminal bronchiole located in the right lung.","Right Lung Terminal Bronchiole","NCIT:C49294","class"
"http://purl.obolibrary.org/obo/NCIT_C49252","ncit","NCIT","NCIT_C49252","A bronchiole located in the left lung.","Left Lung Bronchiole","NCIT:C49252","class"
"http://purl.obolibrary.org/obo/NCIT_C49279","ncit","NCIT","NCIT_C49279","A bronchiole located in the right lung.","Right Lung Bronchiole","NCIT:C49279","class"
"http://purl.obolibrary.org/obo/NCIT_C12986","ncit","NCIT","NCIT_C12986","Any of the terminal sacs in the lungs through which gas exchange takes place with the pulmonary capillary blood.","Alveolus","NCIT:C12986","class"
"http://purl.obolibrary.org/obo/NCIT_C49251","ncit","NCIT","NCIT_C49251","An alveolus located in the left lung.","Left Lung Alveolus","NCIT:C49251","class"
"http://purl.obolibrary.org/obo/NCIT_C49278","ncit","NCIT","NCIT_C49278","An alveolus located in the right lung.","Right Lung Alveolus","NCIT:C49278","class"
"http://purl.obolibrary.org/obo/NCIT_C13085","ncit","NCIT","NCIT_C13085","The alveolar structure that contains alveolar cells type I and II and macrophages.","Alveolar Wall","NCIT:C13085","class"
"http://purl.obolibrary.org/obo/NCIT_C132393","ncit","NCIT","NCIT_C132393","The anterior basal segment of the inferior lobe of the left lung.","Left Lung, Inferior Lobe, Anterior Basal Segment","NCIT:C132393","class"
"http://purl.obolibrary.org/obo/NCIT_C132394","ncit","NCIT","NCIT_C132394","The lateral basal segment of the inferior lobe of the left lung.","Left Lung, Inferior Lobe, Lateral Basal Segment","NCIT:C132394","class"
"http://purl.obolibrary.org/obo/NCIT_C132395","ncit","NCIT","NCIT_C132395","The medial basal segment of the inferior lobe of the left lung.","Left Lung, Inferior Lobe, Medial Basal Segment","NCIT:C132395","class"
"http://purl.obolibrary.org/obo/NCIT_C132396","ncit","NCIT","NCIT_C132396","The posterior basal segment of the inferior lobe of the left lung.","Left Lung, Inferior Lobe, Posterior Basal Segment","NCIT:C132396","class"
"http://purl.obolibrary.org/obo/NCIT_C132397","ncit","NCIT","NCIT_C132397","The superior segment of the inferior lobe of the left lung.","Left Lung, Inferior Lobe, Superior Segment","NCIT:C132397","class"
"http://purl.obolibrary.org/obo/NCIT_C132398","ncit","NCIT","NCIT_C132398","The anterior segment of the superior lobe of the left lung.","Left Lung, Superior Lobe, Anterior Segment","NCIT:C132398","class"
"http://purl.obolibrary.org/obo/NCIT_C132399","ncit","NCIT","NCIT_C132399","The apicoposterior segment of the superior lobe of the left lung.","Left Lung, Superior Lobe, Apicoposterior Segment","NCIT:C132399","class"
"http://purl.obolibrary.org/obo/NCIT_C132400","ncit","NCIT","NCIT_C132400","The inferior lingual segment of the superior lobe of the left lung.","Left Lung, Superior Lobe, Inferior Lingular Segment","NCIT:C132400","class"
"http://purl.obolibrary.org/obo/NCIT_C132401","ncit","NCIT","NCIT_C132401","The superior inguinal segment of the superior lobe of the left lung.","Left Lung, Superior Lobe, Superior Lingular Segment","NCIT:C132401","class"
"http://purl.obolibrary.org/obo/NCIT_C132402","ncit","NCIT","NCIT_C132402","The anterior basal segment of the inferior lobe of the right lung.","Right Lung, Inferior Lobe, Anterior Basal Segment","NCIT:C132402","class"
"http://purl.obolibrary.org/obo/NCIT_C132403","ncit","NCIT","NCIT_C132403","The lateral basal segment of the inferior lobe of the right lung.","Right Lung, Inferior Lobe, Lateral Basal Segment","NCIT:C132403","class"
"http://purl.obolibrary.org/obo/NCIT_C132404","ncit","NCIT","NCIT_C132404","The medial basal segment of the inferior lobe of the right lung.","Right Lung, Inferior Lobe, Medial Basal Segment","NCIT:C132404","class"
"http://purl.obolibrary.org/obo/NCIT_C132405","ncit","NCIT","NCIT_C132405","The posterior basal segment of the inferior lobe of the right lung.","Right Lung, Inferior Lobe, Posterior Basal Segment","NCIT:C132405","class"
"http://purl.obolibrary.org/obo/NCIT_C132406","ncit","NCIT","NCIT_C132406","The superior segment of the inferior lobe of the right lung.","Right Lung, Inferior Lobe, Superior Segment","NCIT:C132406","class"
"http://purl.obolibrary.org/obo/NCIT_C132407","ncit","NCIT","NCIT_C132407","The lateral segment of the middle lobe of the right lung.","Right Lung, Middle Lobe, Lateral Segment","NCIT:C132407","class"
"http://purl.obolibrary.org/obo/NCIT_C132408","ncit","NCIT","NCIT_C132408","The medial segment of the middle lobe of the right lung.","Right Lung, Middle Lobe, Medial Segment","NCIT:C132408","class"
"http://purl.obolibrary.org/obo/NCIT_C132409","ncit","NCIT","NCIT_C132409","The anterior segment of the superior lobe of the right lung.","Right Lung, Superior Lobe, Anterior Segment","NCIT:C132409","class"
"http://purl.obolibrary.org/obo/NCIT_C132410","ncit","NCIT","NCIT_C132410","The apical segment of the superior lobe of the right lung.","Right Lung, Superior Lobe, Apical Segment","NCIT:C132410","class"
"http://purl.obolibrary.org/obo/NCIT_C132411","ncit","NCIT","NCIT_C132411","The posterior segment of the superior lobe of the right lung.","Right Lung, Superior Lobe, Posterior Segment","NCIT:C132411","class"
"http://purl.obolibrary.org/obo/NCIT_C25264","ncit","NCIT","NCIT_C25264","A ridge or ridge-like structure.  In humans it usually refers to the trachea.  The carina of trachea is part of the lowest tracheal cartilage which is placed between the orifices of the two bronchi.","Carina","NCIT:C25264","class"
"http://purl.obolibrary.org/obo/NCIT_C32127","ncit","NCIT","NCIT_C32127","The rounded, uppermost part of the lung, located above the level of the sternal end of the first rib.","Apex of the Lung","NCIT:C32127","class"
"http://purl.obolibrary.org/obo/NCIT_C32192","ncit","NCIT","NCIT_C32192","The bottom concave portion of the lung that is situated on the convexity of the diaphragm.","Base of the Lung","NCIT:C32192","class"
"http://purl.obolibrary.org/obo/NCIT_C32523","ncit","NCIT","NCIT_C32523","A branch of the right main bronchus that arises above the pulmonary artery and connects to the superior lobe of the right lung.","Eparterial Branch of the Right Main Bronchus","NCIT:C32523","class"
"http://purl.obolibrary.org/obo/NCIT_C32754","ncit","NCIT","NCIT_C32754","The portion of the right main bronchus that is below the right pulmonary artery.","Hyparterial Branch of the Right Main Bronchus","NCIT:C32754","class"
"http://purl.obolibrary.org/obo/NCIT_C33012","ncit","NCIT","NCIT_C33012","The part of the respiratory system below the bifurcation of the trachea. It includes the lungs and the parts of the lungs such as the bronchioles and alveoli.","Lower Respiratory System","NCIT:C33012","class"
"http://purl.obolibrary.org/obo/NCIT_C32913","ncit","NCIT","NCIT_C32913","list()","Lamellar Body","NCIT:C32913","class"
"http://purl.obolibrary.org/obo/NCIT_C33426","ncit","NCIT","NCIT_C33426","A complex of alveolated airways, located distal to the terminal bronchioles, comprising respiratory bronchioles, alveolar ducts, and alveolar sacs, which is the functional unit of the lung.","Pulmonary Acinus","NCIT:C33426","class"
