,original_value,curated_ontology,match_level,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
569,Right Mediastinal Mass Excision,Right;Mediastinal Mass;Excision,99,Mediastinal Mass,0.9294,Right Hemihepatectomy,0.8987,Tumor Resection,0.8945,Excision,0.8922,Excision,0.8922
570,Right Partial Nephrectomy,Right;Partial Nephrectomy,99,Partial Nephrectomy,0.9766,Nephrectomy,0.9257,Partial Hepatectomy,0.9235,Radical Nephrectomy,0.9232,Right Hemihepatectomy,0.9166
571,Right Rnu,Right;Radical;Nephroureterectomy;Right;Nephroureterectomy,99,Right,0.9409,Right,0.9409,Right,0.9409,Right,0.9409,Right,0.9409
572,Right Rnu / Rc,Right;Radical;Nephroureterectomy;Radical Cystectomy;Right;Nephroureterectomy;Radical Cystectomy,99,Right,0.9249,Right,0.9249,Right,0.9249,Right,0.9249,Right,0.9249
573,Right Total Mastectomy,Right;Total Mastectomy,99,Total Mastectomy,0.9638,Total Mastectomy,0.9638,Total Mastectomy,0.9638,Total Mastectomy,0.9638,Right Breast,0.9393
574,Right eye enucleation,Right Eye;Enucleation,99,Right Eye,0.9581,Enucleation,0.9453,Enucleation,0.9453,Enucleation,0.9453,Right,0.9146
575,Right hemihepatectomy,Right Hemihepatectomy,1,Right Hemihepatectomy,1.0000,Left Hemihepatectomy,0.9848,Right,0.9218,Right,0.9218,Right,0.9218
576,Right mediastinal mass excision,Right;Mediastinal Mass;Excision,99,Mediastinal Mass,0.9294,Right Hemihepatectomy,0.8987,Tumor Resection,0.8945,Excision,0.8922,Excision,0.8922
577,Right segmental mastectomy,Right;Segmental Mastectomy,99,Segmental Mastectomy,0.9675,Segmental Mastectomy,0.9675,Segmental Mastectomy,0.9675,Segmental Mastectomy,0.9675,Segmental Mastectomy,0.9675
578,Right total mastectomy,Right;Total Mastectomy,99,Total Mastectomy,0.9638,Total Mastectomy,0.9638,Total Mastectomy,0.9638,Total Mastectomy,0.9638,Right Breast,0.9393
579,Right uterectomy,Right;Ureterectomy,99,Right Breast,0.9312,Right Breast,0.9312,Right Breast,0.9312,Right Breast,0.9312,Right Breast,0.9312
580,Rigosertib,Rigosertib,1,Rigosertib,1.0000,Volasertib,0.9004,Alisertib,0.8981,Urethrectomy,0.8901,Erlotinib,0.8859
581,Rituxan,Rituximab,1,Rituximab,0.9144,Mitoxantrone,0.8881,Splenectomy,0.8878,Pelvic Exenteration,0.8855,Adalimumab,0.8845
582,Rituximab,Rituximab,1,Rituximab,1.0000,Ibrutinib,0.9128,Bevacizumab,0.9107,Adalimumab,0.9102,Lenalidomide,0.9075
583,Robotic assisted laparoscopic nephroureterectomy,Robot-Assisted Surgery;Laparoscopy;Nephroureterectomy,99,Nephroureterectomy,0.9413,Nephroureterectomy,0.9413,Nephroureterectomy,0.9413,Nephroureterectomy,0.9413,Nephroureterectomy,0.9413
584,Robotic assisted laparoscopic radical cystoprostatectomy,Robot-Assisted Surgery;Laparoscopy;Radical Cystoprostatectomy,99,Radical Cystoprostatectomy,0.9574,Radical Cystoprostatectomy,0.9574,Radical Cystoprostatectomy,0.9574,Radical Cystoprostatectomy,0.9574,Laparoscopic Radical Prostatectomy with Robotics,0.9549
585,Robotic radical cystoprostatectomy,Robot-Assisted Surgery;Radical Cystoprostatectomy,99,Radical Cystoprostatectomy,0.9800,Radical Cystoprostatectomy,0.9800,Radical Cystoprostatectomy,0.9800,Radical Cystoprostatectomy,0.9800,Laparoscopic Radical Prostatectomy with Robotics,0.9410
586,Robotic-Assisted Laparoscopic Radical Prostatectomy,Laparoscopic Radical Prostatectomy with Robotics,1,Laparoscopic Radical Prostatectomy with Robotics,0.9852,Laparoscopic Prostatectomy,0.9605,Robotic Hysterectomy,0.9377,Radical Prostatectomy,0.9365,Robot-Assisted Surgery,0.9340
587,Ruxolitinib,Ruxolitinib,1,Ruxolitinib,1.0000,FLT3/CDK4/6 Inhibitor FLX925,0.9018,Edicotinib,0.8950,Floxuridine,0.8944,Sorafenib,0.8943
588,SAHA,Vorinostat,1,Vorinostat,0.9316,Histone Deacetylase Inhibitor,0.9044,Lenalidomide,0.8949,Valproic Acid,0.8948,Pracinostat,0.8944
589,SAR3419,Coltuximab Ravtansine,99,Sargramostim,0.8779,Sirolimus,0.8613,MDM2/MDMX Inhibitor ALRN-6924,0.8575,Veliparib,0.8575,Everolimus,0.8541
590,SB-715992,Ispinesib,99,Purine Analogue NSC 750854,0.8874,Busulfan,0.8780,Anti-CD33 Monoclonal Antibody BI 836858,0.8749,NAMPT Inhibitor STF-118804,0.8746,Lapatinib,0.8739
591,SCH 727965,Dinaciclib,99,Anti-HGF Monoclonal Antibody TAK-701,0.8722,Gamma-Secretase Inhibitor RO4929097,0.8714,Hydroxyurea,0.8645,Rituximab,0.8636,Anti-CD33 Monoclonal Antibody BI 836858,0.8631
592,SGI-1776,PIM Kinase Inhibitor SGI-1776,1,PIM Kinase Inhibitor SGI-1776,0.9269,Gefitinib,0.8518,Sipuleucel-T,0.8499,NAMPT Inhibitor STF-118804,0.8491,Gemcitabine,0.8462
593,SGN-CD19A,Denintuzumab Mafodotin,99,Dexamethasone,0.8781,Dexamethasone,0.8781,PIM Kinase Inhibitor SGI-1776,0.8673,Anti-CD33 Antibody-drug Conjugate IMGN779,0.8660,Anti-CD33 Monoclonal Antibody BI 836858,0.8639
594,SGN-CD33A,Vadastuximab Talirine,99,Anti-CD3 Monoclonal Antibody,0.8841,Anti-CD33 Monoclonal Antibody BI 836858,0.8835,Anti-CD33 Antibody-drug Conjugate IMGN779,0.8753,PIM Kinase Inhibitor SGI-1776,0.8732,Dexamethasone,0.8718
595,SKIN LESION BIOPSY,Skin Biopsy,1,Skin Biopsy,0.9654,Biopsy,0.9209,Biopsy,0.9209,Biopsy,0.9209,Biopsy,0.9209
596,SKIN SPARING RADICAL MASTECTOMY,Skin-Sparing Mastectomy;Radical Mastectomy,99,Skin-Sparing Mastectomy,0.9872,Skin-Sparing Mastectomy,0.9872,Radical Mastectomy,0.9261,Subcutaneous Mastectomy,0.9209,Mastectomy,0.9208
597,SLND,Sentinel Lymph Node;Lymphadenectomy,99,Sentinel Lymph Node,0.9307,Sentinel Lymph Node,0.9307,Sentinel Lymph Node Biopsy,0.9212,Sentinel Lymph Node Biopsy,0.9212,Sentinel Lymph Node Biopsy,0.9212
598,SMAC,Apoptotic Pathway-targeting Antineoplastic Agent,99,Samalizumab,0.8802,Macitentan,0.8794,Acalisib,0.8792,Tamoxifen,0.8772,Mitotane,0.8749
599,SORAFENIB,Sorafenib,1,Sorafenib,1.0000,Sunitinib,0.9167,Imatinib,0.9116,Lapatinib,0.9108,Bevacizumab,0.9094
600,STA9090 (GANETESPIB),Ganetespib,1,Ganetespib,0.9346,Sapacitabine,0.8956,Abiraterone,0.8780,Gefitinib,0.8726,Abiraterone Acetate,0.8712
601,STF-118804,NAMPT Inhibitor STF-118804,1,NAMPT Inhibitor STF-118804,0.9300,FAK Inhibitor VS-4718,0.8810,DNA-PK/TOR Kinase Inhibitor CC-115,0.8762,Dual IGF-1R/InsR Inhibitor BMS-754807,0.8752,PIM Kinase Inhibitor SGI-1776,0.8735
602,SU11248,Sunitinib Malate,99,Anti-CD98 Monoclonal Antibody IGN523,0.8714,Polyamine Analogue PG11047,0.8691,Gamma-Secretase Inhibitor RO4929097,0.8683,Purine Analogue NSC 750854,0.8570,Cilengitide,0.8533
603,SVV-001,Seneca Valley Virus-001,1,Seneca Valley Virus-001,0.8978,Seviteronel,0.8941,Vadastuximab Talirine,0.8713,Vinblastine,0.8675,FAK Inhibitor VS-4718,0.8658
604,SY-1425 (Tamibarotene),Tamibarotene,1,Tamibarotene,0.9421,Tamoxifen,0.8914,Paclitaxel,0.8814,Folate Receptor-Targeted Tubulysin Conjugate EC1456,0.8784,PIM Kinase Inhibitor SGI-1776,0.8770
605,Sacrococcygeal Resection,Sacrococcygeal Teratoma;Resection,99,Sacrococcygeal Teratoma,0.9379,Resection,0.9168,Resection,0.9168,Resection,0.9168,Resection,0.9168
606,Samalizumab,Samalizumab,1,Samalizumab,1.0000,Mogamulizumab,0.9165,Monalizumab,0.9146,Navicixizumab,0.8935,Vonlerolizumab,0.8901
607,Sapacitabine (CYC682-06),Sapacitabine,1,Sapacitabine,0.9642,Cladribine,0.8903,Anti-CD33 Monoclonal Antibody BI 836858,0.8898,Itacitinib,0.8873,Cetuximab,0.8832
608,Secondary Debulking,Secondary;Tumor Debulking,99,Primary Debulking Surgery,0.9318,Secondary,0.9236,Tumor Debulking,0.8973,Tumor Debulking,0.8973,Interval Debulking Surgery,0.8733
609,Segmental Mastectomy,Segmental Mastectomy,1,Segmental Mastectomy,1.0000,Segmental Mastectomy,1.0000,Segmental Mastectomy,1.0000,Segmental Mastectomy,1.0000,Segmental Mastectomy,1.0000
610,Segmental mastectomy,Segmental Mastectomy,1,Segmental Mastectomy,1.0000,Segmental Mastectomy,1.0000,Segmental Mastectomy,1.0000,Segmental Mastectomy,1.0000,Segmental Mastectomy,1.0000
611,Segmental ureterectomy,Ureterectomy,1,Ureterectomy,0.9604,Ureterectomy,0.9604,Segmentectomy,0.9345,Segmentectomy,0.9345,Segmentectomy,0.9345
612,"Segmentectomy, Multiple",Segmentectomy;Multiple,99,Segmentectomy,0.9290,Segmentectomy,0.9290,Segmentectomy,0.9290,Multiple,0.9118,Resection,0.8863
613,"Segmentectomy, Single",Segmentectomy;Single,99,Segmentectomy,0.9564,Segmentectomy,0.9564,Segmentectomy,0.9564,Single,0.9128,Ureterectomy,0.8891
614,Selinexor,Selinexor,1,Selinexor,1.0000,Selumetinib,0.9140,Everolimus,0.9007,Pemetrexed,0.8929,Paclitaxel,0.8862
615,Sentinel Node Biopsy,Sentinel Lymph Node Biopsy,1,Sentinel Lymph Node Biopsy,0.9939,Sentinel Lymph Node Biopsy,0.9939,Sentinel Lymph Node Biopsy,0.9939,Sentinel Lymph Node Biopsy,0.9939,Sentinel Lymph Node,0.9667
616,Simple Hysterectomy,Total Hysterectomy,2,Hysterectomy,0.9363,Total Hysterectomy,0.9108,Radical Hysterectomy,0.9024,Robotic Hysterectomy,0.9018,Modified Radical Hysterectomy,0.8996
617,Simple Mastectomy,Total Mastectomy,99,Mastectomy,0.9427,Skin-Sparing Mastectomy,0.9171,Skin-Sparing Mastectomy,0.9171,Radical Mastectomy,0.9161,Bilateral Mastectomy,0.9139
618,Sirolimus,Sirolimus,1,Sirolimus,1.0000,Everolimus,0.9205,Abiraterone,0.9129,Immunosuppressant,0.9127,Abiraterone Acetate,0.9096
619,Skin excision,Skin Excision,1,Skin Excision,1.0000,Excision,0.9689,Excision,0.9689,Excision,0.9689,Excision,0.9689
620,Sorafenib,Sorafenib,1,Sorafenib,1.0000,Sunitinib,0.9167,Imatinib,0.9116,Lapatinib,0.9108,Bevacizumab,0.9094
621,Stereotactic,Stereotactic Radiosurgery,1,Stereotactic Radiosurgery,0.9527,Fractionated Stereotactic Radiation Therapy,0.9192,Seviteronel,0.8813,Gefitinib,0.8727,Sunitinib,0.8698
622,Steroids,Steroid Therapy,1,Steroid Therapy,0.9580,Prednisone,0.9275,Prednisolone,0.9267,Dexamethasone,0.9201,Dexamethasone,0.9201
623,Sunitinib,Sunitinib,1,Sunitinib,1.0000,Sunitinib Malate,0.9604,Sorafenib,0.9167,Imatinib,0.9094,Ipilimumab,0.9086
624,Surgical,Surgical Procedure,2,Surgery,0.9751,Surgical Procedure,0.9614,Surgical Site,0.9268,Surgical Margin,0.9184,Surgical Margin,0.9184
625,Surgical Resection,Resection,1,Resection,0.9760,Resection,0.9760,Resection,0.9760,Resection,0.9760,Resection,0.9760
626,Surgical resection,Resection,1,Resection,0.9760,Resection,0.9760,Resection,0.9760,Resection,0.9760,Resection,0.9760
627,Systemic,Systemic Therapy,1,Systemic Therapy,0.9669,Sunitinib,0.8716,Thiotepa,0.8672,Splenectomy,0.8665,Tamoxifen,0.8641
628,T cell apheresis,Chimeric Antigen Receptor T-Cell Therapy;Therapeutic Apheresis,99,Therapeutic Apheresis,0.9077,Autologous Hematopoietic Stem Cell Transplantation,0.8959,Chimeric Antigen Receptor T-Cell Therapy,0.8867,Chimeric Antigen Receptor T-Cell Therapy,0.8867,Donor Lymphocyte Infusion,0.8843
629,TACE,Transarterial Chemoembolization,3,Erlotinib,0.9086,Trastuzumab,0.9085,Transarterial Chemoembolization,0.9018,Hepatectomy,0.9005,Sorafenib,0.8975
630,TACEb,Transarterial Chemoembolization,5,Trastuzumab,0.8996,Bevacizumab,0.8974,Erlotinib,0.8925,Topotecan,0.8893,Transarterial Chemoembolization,0.8875
631,TAE,Transanal Excision,99,Tamoxifen,0.8901,Topotecan,0.8875,Trastuzumab,0.8841,Taselisib,0.8836,Thalidomide,0.8742
632,TAK-701,Anti-HGF Monoclonal Antibody TAK-701,1,Anti-HGF Monoclonal Antibody TAK-701,0.9325,Anti-CD33 Monoclonal Antibody BI 836858,0.8742,NAMPT Inhibitor STF-118804,0.8733,Ifabotuzumab,0.8725,Anti-CD98 Monoclonal Antibody IGN523,0.8717
633,TAMIS,Transanal Excision;Minimally Invasive Surgery,99,Tamibarotene,0.9287,Tamoxifen,0.9160,Mastectomy,0.8924,Lapatinib,0.8840,Trastuzumab,0.8835
634,TAMOXIFEN,Tamoxifen,1,Tamoxifen,1.0000,Trastuzumab,0.9169,Letrozole,0.9055,Tamibarotene,0.9052,Fulvestrant,0.9040
635,TB-403,Anti-PLGF Monoclonal Antibody TB-403,1,Anti-PLGF Monoclonal Antibody TB-403,0.9345,Tamibarotene,0.8710,Ifabotuzumab,0.8650,Anti-ErbB3 Monoclonal Antibody REGN1400,0.8628,Ipilimumab,0.8606
636,TBI,Total-Body Irradiation,99,Bleomycin,0.8943,Bortezomib,0.8914,Biopsy,0.8912,Biopsy,0.8912,Biopsy,0.8912
637,TDM-1,Trastuzumab Emtansine,99,Thalidomide,0.8776,DNA-PK/TOR Kinase Inhibitor CC-115,0.8749,Treosulfan,0.8730,Devimistat,0.8726,Trametinib,0.8723
638,TEMODAR,Temozolomide,99,Temsirolimus,0.8860,Topotecan,0.8742,Doxorubicin,0.8672,Amifostine,0.8629,Valspodar,0.8624
639,TIL infusion,Tumor Infiltrating Lymphocyte Therapy,1,Tumor Infiltrating Lymphocyte Therapy,0.9041,Donor Lymphocyte Infusion,0.9032,Trastuzumab,0.9012,Intrahepatic Infusion Procedure,0.8882,Lapatinib,0.8823
640,TKI,Tyrosine Kinase Inhibitor,3,Erlotinib,0.9366,Imatinib,0.9338,Tyrosine Kinase Inhibitor,0.9322,Gefitinib,0.9214,Dasatinib,0.9194
641,TL32711,Birinapant,99,AALL0232 ALL Study Identifier,0.8857,AALL0232 ALL Study Identifier,0.8857,AALL0331 ALL Study Identifier,0.8771,Anti-PLGF Monoclonal Antibody TB-403,0.8767,FLT3/CDK4/6 Inhibitor FLX925,0.8750
642,TLI,Total Lymphoid Irradiation,99,Thalidomide,0.8915,Topotecan,0.8896,Dactolisib,0.8871,Lung,0.8851,Venetoclax,0.8846
643,TM,Trametinib,4,Tamoxifen,0.8914,Trastuzumab Emtansine,0.8860,Trastuzumab,0.8834,Trametinib,0.8833,Macitentan,0.8812
644,TMZ,Temozolomide,1,Temozolomide,0.9426,Carmustine,0.9054,Ipilimumab,0.9047,Trastuzumab,0.9046,Carboplatin,0.9037
645,TOPO_II_INH,Topoisomerase-II Inhibitor,1,Topoisomerase-II Inhibitor,0.9038,Topoisomerase-I Inhibitor,0.8916,Topotecan,0.8891,Topoisomerase I Inhibitor Genz-644282,0.8869,HDM2 Inhibitor MK-8242,0.8747
646,TOPO_I_INH,Topoisomerase-I Inhibitor,1,Topoisomerase-I Inhibitor,0.9017,Topotecan,0.8973,Topoisomerase-II Inhibitor,0.8952,Topoisomerase I Inhibitor Genz-644282,0.8928,Histone Deacetylase Inhibitor,0.8788
647,TOPTECAN,Topotecan,1,Topotecan,0.9365,Thiotepa,0.8846,Docetaxel,0.8742,Tretinoin,0.8727,Craniotomy,0.8692
648,TOTAL MASTECTOMY,Total Mastectomy,1,Total Mastectomy,1.0000,Total Mastectomy,1.0000,Total Mastectomy,1.0000,Total Mastectomy,1.0000,Total Hysterectomy,0.9472
649,TRAMP,TRAM Flap Procedure,2,Trametinib,0.9448,TRAM Flap Procedure,0.9360,Ipilimumab,0.8943,Tamoxifen,0.8927,Prostatectomy,0.8916
650,TRAS,Trastuzumab,1,Trastuzumab,0.8950,Topotecan,0.8824,Rituximab,0.8811,Tamibarotene,0.8790,Tretinoin,0.8774
651,TRASTUZUMAB,Trastuzumab,1,Trastuzumab,1.0000,Trastuzumab Emtansine,0.9481,Daratumumab,0.9199,Tamoxifen,0.9169,Lapatinib,0.9154
652,TRISENOX(ATO),Arsenic Trioxide,99,Tamoxifen,0.8846,Topotecan,0.8743,Docetaxel,0.8707,Trametinib,0.8705,Anti-CD33 Monoclonal Antibody BI 836858,0.8700
653,TUR,Transurethral Resection,1,Transurethral Resection,0.8849,Topotecan,0.8762,Transurethral Resection of Bladder Tumor,0.8730,Prostatectomy,0.8695,Thalidomide,0.8691
654,TURBT,Transurethral Resection of Bladder Tumor,99,Topotecan,0.8788,Docetaxel,0.8762,Vagina,0.8757,Trastuzumab,0.8748,Bevacizumab,0.8729
655,TURBT (transurethral resection of bladder tumor),Transurethral Resection of Bladder Tumor,1,Transurethral Resection of Bladder Tumor,0.9545,Transurethral Resection,0.9345,Tumor Resection,0.9102,Ureterectomy,0.9023,Ureterectomy,0.9023
656,TVRC-biopsy,Biopsy,1,Biopsy,0.9117,Biopsy,0.9117,Biopsy,0.9117,Biopsy,0.9117,Biopsy of Breast,0.8914
657,Tandutinib,Tandutinib,1,Tandutinib,1.0000,Temozolomide,0.8957,Vemurafenib,0.8920,Cobimetinib,0.8909,Sorafenib,0.8859
658,Tasadenoturev,Tasadenoturev,1,Tasadenoturev,1.0000,Regadenoson,0.8966,Tamibarotene,0.8831,Thioguanine,0.8658,Mastectomy,0.8649
659,Tasadeoturev,Tasadenoturev,1,Tasadenoturev,0.9551,Taselisib,0.8913,Tamibarotene,0.8635,Vadastuximab Talirine,0.8620,Tisagenlecleucel,0.8577
660,Taxol,Paclitaxel,1,Paclitaxel,0.9339,Docetaxel,0.9309,Nab-paclitaxel,0.9087,Topotecan,0.9056,Tamoxifen,0.9007
661,Taxotere,Docetaxel,1,Docetaxel,0.9211,Topotecan,0.9000,Paclitaxel,0.8936,Tamoxifen,0.8899,Nab-paclitaxel,0.8831
662,Temodar,Temozolomide,99,Temsirolimus,0.8860,Topotecan,0.8742,Doxorubicin,0.8672,Amifostine,0.8629,Valspodar,0.8624
663,Temozolamide,Temozolomide,1,Temozolomide,0.9386,Dacarbazine,0.8986,Carmustine,0.8942,Procarbazine,0.8934,Celecoxib,0.8921
664,Temozolomide,Temozolomide,1,Temozolomide,1.0000,Ipilimumab,0.9090,Capecitabine,0.9053,Cetuximab,0.9045,Azathioprine,0.9039
665,Temsirolimus,Temsirolimus,1,Temsirolimus,1.0000,Topotecan,0.9169,Sirolimus,0.9017,Rovalpituzumab Tesirine,0.9016,Ispinesib,0.8944
666,Thalidomide,Thalidomide,1,Thalidomide,1.0000,Lenalidomide,0.9074,Adalimumab,0.9003,Cyclosporine,0.8991,Tamoxifen,0.8988
667,Thioguanine,Thioguanine,1,Thioguanine,1.0000,Thiotepa,0.9147,Azathioprine,0.9105,Mercaptopurine,0.9058,Azathioprine Sodium,0.8960
668,Thiotepa,Thiotepa,1,Thiotepa,1.0000,Thioguanine,0.9147,Treosulfan,0.9034,Topotecan,0.9022,Azathioprine,0.8972
669,Thymoglobulin,Lapine T-Lymphocyte Immune Globulin,99,Anti-Thymocyte Globulin,0.9133,Gemtuzumab,0.8900,Eribulin,0.8868,Trastuzumab,0.8853,Topotecan,0.8805
670,Thymoglobulin (Bu/Flu/ATG),Lapine T-Lymphocyte Immune Globulin,99,Anti-Thymocyte Globulin,0.9095,Gemtuzumab,0.8946,Ifabotuzumab,0.8934,Fludarabine,0.8883,Imatinib,0.8830
671,Thymoglobulin (Bu/Flu/Cy/ATG),Lapine T-Lymphocyte Immune Globulin,99,Anti-Thymocyte Globulin,0.9087,Fludarabine,0.8896,Steroid Therapy,0.8882,Busulfan,0.8873,Gemtuzumab,0.8869
672,Topotecan,Topotecan,1,Topotecan,1.0000,Temsirolimus,0.9169,Paclitaxel,0.9085,Thiotepa,0.9022,Topoisomerase-I Inhibitor,0.8987
673,Total Abdominal,Total Abdominal Hysterectomy,1,Total Abdominal Hysterectomy,0.9560,Total,0.9299,Total,0.9299,Total Hepatectomy,0.9144,Total Hysterectomy,0.9076
674,Total Abdominal Hysterectomy,Total Abdominal Hysterectomy,1,Total Abdominal Hysterectomy,1.0000,Total Hysterectomy,0.9653,Total Hepatectomy,0.9254,Hysterectomy,0.9204,Total Mastectomy,0.9200
675,Total Body Irradiation,Total-Body Irradiation,1,Total-Body Irradiation,0.9972,Total Lymphoid Irradiation,0.9493,Radiation Therapy,0.9140,Radiation Therapy,0.9140,Total,0.9060
676,Total Hepatectomy,Total Hepatectomy,1,Total Hepatectomy,1.0000,Hepatectomy,0.9451,Partial Hepatectomy,0.9340,Total Pancreatectomy,0.9335,Total Hysterectomy,0.9315
677,Total Mastectomy,Total Mastectomy,1,Total Mastectomy,1.0000,Total Mastectomy,1.0000,Total Mastectomy,1.0000,Total Mastectomy,1.0000,Total Hysterectomy,0.9472
678,Total mastectomy,Total Mastectomy,1,Total Mastectomy,1.0000,Total Mastectomy,1.0000,Total Mastectomy,1.0000,Total Mastectomy,1.0000,Total Hysterectomy,0.9472
679,Total pancreatectomy,Total Pancreatectomy,1,Total Pancreatectomy,1.0000,Distal Pancreatectomy,0.9363,Total Hepatectomy,0.9335,Pancreaticoduodenectomy,0.9279,Total Mastectomy,0.9175
680,Trametinib,Trametinib,1,Trametinib,1.0000,TRAM Flap Procedure,0.9076,Brentuximab Vedotin,0.8985,Tretinoin,0.8952,Vemurafenib,0.8946
681,Transplant,Graft,5,Bone Marrow Transplantation,0.9160,Hematopoietic Cell Transplantation,0.9131,Allogeneic Hematopoietic Stem Cell Transplantation,0.9011,Allogeneic Hematopoietic Stem Cell Transplantation,0.9011,Graft,0.9007
682,Transurethral resection,Transurethral Resection,1,Transurethral Resection,1.0000,Transurethral Resection of Bladder Tumor,0.9641,Tumor Resection,0.9229,Resection,0.9227,Resection,0.9227
683,Trastuzumab,Trastuzumab,1,Trastuzumab,1.0000,Trastuzumab Emtansine,0.9481,Daratumumab,0.9199,Tamoxifen,0.9169,Lapatinib,0.9154
684,Tremelimumab,Tremelimumab,1,Tremelimumab,1.0000,Taselisib,0.8827,Macitentan,0.8788,Memantine,0.8786,Momelotinib,0.8759
685,Treosulfan,Treosulfan,1,Treosulfan,1.0000,Tretinoin,0.9169,Thiotepa,0.9034,Isotretinoin,0.8883,Venetoclax,0.8881
686,Tretinoin,Tretinoin,1,Tretinoin,1.0000,Isotretinoin,0.9183,Treosulfan,0.9169,Dactinomycin,0.9112,Trametinib,0.8952
687,UNK,Unknown,1,Unknown,0.8863,Enucleation,0.8759,Enucleation,0.8759,Enucleation,0.8759,Galunisertib,0.8684
688,Uncinate process resection,Uncinate Process of Pancreas;Resection,99,Uncinate Process of Pancreas,0.9413,Tumor Resection,0.9034,Resection,0.9031,Resection,0.9031,Resection,0.9031
689,Unilateral Oophorectomy,Unilateral Oophorectomy,1,Unilateral Oophorectomy,1.0000,Unilateral Salpingo-oophorectomy,0.9827,Bilateral Salpingectomy with Oophorectomy,0.9454,Bilateral Salpingectomy,0.9135,Orchiectomy,0.8989
690,Unilateral Salpingo- Oophorectomy,Unilateral Salpingo-oophorectomy,1,Unilateral Salpingo-oophorectomy,1.0000,Unilateral Oophorectomy,0.9827,Bilateral Salpingectomy with Oophorectomy,0.9641,Bilateral Salpingectomy,0.9503,Partial Salpingectomy,0.9248
691,Unilateral Salpingo-Oophorectomy,Unilateral Salpingo-oophorectomy,1,Unilateral Salpingo-oophorectomy,1.0000,Unilateral Oophorectomy,0.9827,Bilateral Salpingectomy with Oophorectomy,0.9641,Bilateral Salpingectomy,0.9503,Partial Salpingectomy,0.9248
692,Ureteral Biopsy,Ureter;Biopsy,99,Biopsy,0.9425,Biopsy,0.9425,Biopsy,0.9425,Biopsy,0.9425,Ureter,0.9267
693,Ureterectomy,Ureterectomy,1,Ureterectomy,1.0000,Ureterectomy,1.0000,Ureter,0.9468,Urethrectomy,0.9228,Nephrectomy,0.9217
694,Urethrectomy,Urethrectomy,1,Urethrectomy,1.0000,Ureterectomy,0.9228,Ureterectomy,0.9228,Nephroureterectomy,0.9225,Nephroureterectomy,0.9225
695,V212,Heat-Treated Varicella-Zoster Virus Vaccine V212,1,Heat-Treated Varicella-Zoster Virus Vaccine V212,0.8963,Bevacizumab,0.8563,HER2-targeting Agent,0.8533,Nivolumab,0.8519,Vinorelbine,0.8473
696,VB,Vinblastine,2,Bevacizumab,0.9133,Vinblastine,0.9029,Bortezomib,0.8986,Vulva,0.8962,Vinorelbine,0.8947
697,VCR,Vincristine,2,Vulva,0.9062,Vincristine,0.8968,Vorinostat,0.8964,Valspodar,0.8913,Vinblastine,0.8889
698,VINCRISTINE,Vincristine,1,Vincristine,1.0000,Vincristine Sulfate,0.9493,Vinblastine,0.9237,Vinorelbine,0.9213,Bortezomib,0.9005
699,VP-16,Etoposide,5,Valspodar,0.8896,Vulva,0.8810,Veliparib,0.8780,Peginterferon Alfa-2a,0.8771,Etoposide,0.8762
700,VS-4718,FAK Inhibitor VS-4718,1,FAK Inhibitor VS-4718,0.9241,Vincristine,0.8699,Anti-CD33 Antibody-drug Conjugate IMGN779,0.8689,Anti-HGF Monoclonal Antibody TAK-701,0.8666,MDM2/MDMX Inhibitor ALRN-6924,0.8649
701,VT-464,Seviteronel,99,FAK Inhibitor VS-4718,0.8819,Fulvestrant,0.8661,Vincristine,0.8660,Tamoxifen,0.8654,Anti-HGF Monoclonal Antibody TAK-701,0.8622
702,Valproic Acid,Valproic Acid,1,Valproic Acid,1.0000,Folic Acid,0.9108,Vorinostat,0.8939,Etoposide,0.8904,Valspodar,0.8884
703,Velcade,Bortezomib,4,Vulva,0.9065,Vinblastine,0.9012,Valspodar,0.8978,Bortezomib,0.8971,Veliparib,0.8920
704,Vem,Vemurafenib,1,Vemurafenib,0.9422,Vorinostat,0.9160,Ipilimumab,0.9120,Volasertib,0.9035,Seviteronel,0.8995
705,Vemurafenib,Vemurafenib,1,Vemurafenib,1.0000,Dabrafenib,0.9210,Regorafenib,0.9039,Ipilimumab,0.9021,Vorinostat,0.9006
706,Venetoclax,Venetoclax,1,Venetoclax,1.0000,Navitoclax,0.9203,Lumpectomy,0.8974,Lumpectomy,0.8974,Lumpectomy,0.8974
707,Venetoclax (ABT-199),Venetoclax,1,Venetoclax,0.9622,Navitoclax,0.9096,Brentuximab Vedotin,0.9065,Bortezomib,0.9023,Nab-paclitaxel,0.8990
708,Vidaza,Azacitidine Regimen,99,Vincristine,0.8876,Vagina,0.8818,Devimistat,0.8810,Vulva,0.8809,Iodine,0.8786
709,Vinblastine,Vinblastine,1,Vinblastine,1.0000,Vinorelbine,0.9458,Vincristine,0.9237,Bortezomib,0.9078,Bleomycin,0.9030
710,Vincristine,Vincristine,1,Vincristine,1.0000,Vincristine Sulfate,0.9493,Vinblastine,0.9237,Vinorelbine,0.9213,Bortezomib,0.9005
711,Vincristine Sulfate,Vincristine Sulfate,1,Vincristine Sulfate,1.0000,Vincristine,0.9493,Vinblastine,0.8988,Vinorelbine,0.8987,Valspodar,0.8937
