,original_value,curated_ontology,match_level,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
537,ROVA-T,Rovalpituzumab Tesirine,4,Rovazolac,0.9506,Rovatirelin,0.9376,Rovalpituzumab,0.9373,Rovalpituzumab Tesirine,0.9265,Rovadicitinib,0.9242
538,RUXOLITINB,Ruxolitinib,1,Ruxolitinib,0.9805,Ruxolitinib Phosphate,0.9542,Ruxotemitide,0.9423,Ruxolitinib Phosphate Cream,0.9364,Rufloxacin,0.9344
539,Rabbit ATG,Lapine T-Lymphocyte Immune Globulin,99,ATR Inhibitor ATG-018,0.8884,Anti-PD-L1/4-1BB Bispecific Antibody ATG-101,0.8879,Xentuzumab,0.8751,Antiserum,0.8707,Ubrogepant,0.8692
540,Rad001,Everolimus,99,Radotinib,0.9417,Radavirsen,0.9366,Radafaxine,0.9230,Radequinil,0.9175,Radretumab,0.9153
541,"Radiation Therapy, Unspecified",Radiation Therapy,99,Radiosensitizing Agent,0.8768,Radioprotective Agent,0.8765,Ribavirin/Recombinant Interferon alpha-2b,0.8688,Oncolytic RNA Virus IVX037,0.8678,Allogeneic Irradiated Melanoma Cell Vaccine CSF470,0.8664
542,Radiation to right breast,Radiation Therapy;Right Breast,99,Medorubicin,0.8823,Doxorubicin,0.8818,Rodorubicin,0.8792,Detorubicin,0.8791,Rifamycin,0.8768
543,Radical Cystectomy,Radical Cystectomy,99,Cysteamine,0.9167,Cystemustine,0.9026,Cysteamine Hydrochloride,0.9017,Cysteamine Bitartrate,0.8949,Coleneuramide,0.8820
544,Radical Cystoprostatectomy,Radical Cystoprostatectomy,99,Carboprost,0.9034,Misoprostol,0.8856,Cystamine,0.8851,Carboprost Tromethamine,0.8804,Carboprost Methyl,0.8794
545,Radical Hysterectomy,Radical Hysterectomy,99,Raloxifene,0.8829,Steroidal Estrogen,0.8746,Trastuzumab,0.8729,Dutasteride,0.8721,Rituximab,0.8716
546,Radical Prostatectomy,Radical Prostatectomy,99,Raloxifene,0.9013,PSA Prostate Cancer Vaccine,0.8959,Rolapitant,0.8945,Dutasteride,0.8939,Raluridine,0.8929
547,Radical anterior exenteration,Radical;Anterior Pelvic Exenteration,99,Exalamide,0.8907,Exarafenib,0.8850,Oxendolone,0.8814,Exicorilant,0.8807,Exaluren,0.8800
548,Radical cystectomy,Radical Cystectomy,99,Cysteamine,0.9167,Cystemustine,0.9026,Cysteamine Hydrochloride,0.9017,Cysteamine Bitartrate,0.8949,Coleneuramide,0.8820
549,Radical cystoprostatectomy,Radical Cystoprostatectomy,99,Carboprost,0.9034,Misoprostol,0.8856,Cystamine,0.8851,Carboprost Tromethamine,0.8804,Carboprost Methyl,0.8794
550,Radical trachelectomy,Radical Trachelectomy,99,Ritlecitinib,0.8783,Etiracetam,0.8751,Etoperidone,0.8740,Teopranitol,0.8738,Trospectomycin,0.8726
551,Radium-223 (Xofigo),Radium Ra 223 Dichloride,1,Radium Ra 223 Dichloride,0.9181,Radicicol,0.9011,Pixofisiran,0.8954,Lasofoxifene,0.8914,Anti-RANKL Monoclonal Antibody GB-223,0.8908
552,Ram,Ramucirumab,99,Ramelteon,0.9376,Ramipril,0.9356,Ramciclane,0.9281,Ramatercept,0.9256,Ramiprilat,0.9255
553,Ramucirumab,Ramucirumab,1,Ramucirumab,1.0000,Rinucumab,0.9442,Icrucumab,0.9383,Ramiprilat,0.9349,Sevirumab,0.9320
554,Re-Excision of Superior Margin,Re-Excision;Superior;Margin,99,Rezivertinib,0.8747,Serclutamab,0.8722,Serclutamab Talirine,0.8682,Etanterol,0.8682,Romlusevimab,0.8658
555,Re-excision of original lumpectomy site,Re-Excision;Original;Lumpectomy;Surgical Site,99,Lumretuzumab,0.8755,Raloxifene,0.8720,Regrelor,0.8696,Vemtoberant,0.8694,Rezivertinib,0.8693
556,Re-excision of the inferior margin,Re-Excision;Inferior;Margin,99,Romlusevimab,0.8750,Resatorvid,0.8737,Rezivertinib,0.8721,Rindopepimut,0.8703,Iladatuzumab Vedotin,0.8695
557,Reexc of biopsy site,Re-Excision;Biopsy Site,99,Reproterol,0.8656,Endobenzyline,0.8632,Keliximab,0.8601,Mepitiostane,0.8592,Tolufazepam,0.8588
558,Reexcision,Re-Excision,99,Rescimetol,0.8949,Reproterol,0.8889,Rescinnamine,0.8852,Rezivertinib,0.8832,Levosimendan,0.8802
559,Reexcision of segmental mastectomy,Re-Excision;Segmental Mastectomy,99,Trastuzumab Rezetecan,0.8667,Mepitiostane,0.8642,Somatosalm,0.8639,Tirzepatide,0.8637,Somatropin,0.8605
560,Regeneron,Cemiplimab,99,Rosterolone,0.9161,Androsterone,0.9120,Carperone,0.9104,Rebamipide,0.9091,Revamilast,0.9046
561,Regorafenib,Regorafenib,1,Regorafenib,1.0000,Regorafenib Hydrate,0.9459,Naporafenib,0.9407,Regavirumab,0.9334,Encorafenib,0.9240
562,Resection,Resection,99,Serrapeptase,0.8833,Resatorvid,0.8802,Regrelor,0.8775,Resminostat,0.8748,Resocortol,0.8717
563,Resection of Pelvic tumor,Resection;Pelvis;Tumor Mass,99,Primary Prostate Cancer Tissue/hTERT/Survivin mRNA-loaded Autologous Dendritic Cell Vaccine,0.8757,Pancopride,0.8732,Oprelvekin,0.8703,Tumor Specific Peptide,0.8691,Autologous Pancreatic Adenocarcinoma Lysate and mRNA-loaded Dendritic Cell Vaccine,0.8669
564,Resection of pulmonary Mets,Resection;Pulmonary;Metastasis,99,Metoprine,0.8808,Metiprenaline,0.8744,Metoprolol,0.8739,Metipranolol,0.8735,Metioprim,0.8726
565,Revlimid,Lenalidomide,99,Revumenib,0.9313,Revosimeline,0.9310,Revaprazan,0.9236,Revizinone,0.9235,Revusiran,0.9167
566,Revlmd,Lenalidomide,99,Revamilast,0.9319,Revospirone,0.9273,Revosimeline,0.9241,Revumenib,0.9235,Revatropate,0.9179
567,Right Breast Reexcision,Right Breast;Re-Excision,99,Rezivertinib,0.8804,Pramiracetam,0.8776,Relacorilant,0.8767,Doxepin,0.8752,Barucainide,0.8752
568,Right Breast reexcision,Right Breast;Re-Excision,99,Rezivertinib,0.8804,Pramiracetam,0.8776,Relacorilant,0.8767,Doxepin,0.8752,Barucainide,0.8752
569,Right Mediastinal Mass Excision,Right;Mediastinal Mass;Excision,99,Medorubicin,0.8707,Mepramidil,0.8702,M A Radiolabeled Anti-Carcinoma,0.8672,Propranolol,0.8668,Mitomycin,0.8660
570,Right Partial Nephrectomy,Right;Partial Nephrectomy,99,Meprednisone,0.8748,Allogeneic Renal Cell Carcinoma Vaccine MGN1601,0.8747,Propranolol,0.8732,Prazitone,0.8715,Dextran 70,0.8715
571,Right Rnu,Right;Radical;Nephroureterectomy;Right;Nephroureterectomy,99,Rodorubicin,0.8800,Nemorubicin,0.8796,Norcodeine,0.8786,Ribozyme RPI.4610,0.8752,RNR Inhibitor COH29,0.8747
572,Right Rnu / Rc,Right;Radical;Nephroureterectomy;Radical Cystectomy;Right;Nephroureterectomy;Radical Cystectomy,99,Norcodeine,0.8826,Antibody-drug Conjugate RC118,0.8824,Ribozyme RPI.4610,0.8808,Anti-PD-L1 Monoclonal Antibody RC98,0.8798,PCNU,0.8795
573,Right Total Mastectomy,Right;Total Mastectomy,99,Medorubicin,0.8833,Tamoxifen,0.8731,rMVA-PSA/PSMA/TRICOM,0.8693,Detorubicin,0.8685,Tamibarotene,0.8646
574,Right eye enucleation,Right Eye;Enucleation,99,Enoxolone,0.9025,Repirinast,0.9010,Enflurane,0.8995,Enrofloxacin,0.8995,Enristomig,0.8992
575,Right hemihepatectomy,Right Hemihepatectomy,99,Methylprednisolone Hemisuccinate,0.8801,Hydrocortisone Hemisuccinate,0.8799,Pranlukast Hemihydrate,0.8761,Therapeutic Hemin,0.8747,Redipultide,0.8736
576,Right mediastinal mass excision,Right;Mediastinal Mass;Excision,99,Medorubicin,0.8707,Mepramidil,0.8702,M A Radiolabeled Anti-Carcinoma,0.8672,Propranolol,0.8668,Mitomycin,0.8660
577,Right segmental mastectomy,Right;Segmental Mastectomy,99,Somatosalm,0.8726,Mepivacaine,0.8716,Rolistobart,0.8673,Medorubicin,0.8647,Mepivacaine Hydrochloride,0.8641
578,Right total mastectomy,Right;Total Mastectomy,99,Medorubicin,0.8833,Tamoxifen,0.8731,rMVA-PSA/PSMA/TRICOM,0.8693,Detorubicin,0.8685,Tamibarotene,0.8646
579,Right uterectomy,Right;Ureterectomy,99,Prazepam,0.8780,Prazepine,0.8758,Ladirubicin,0.8752,Rolapitant,0.8685,Edifolone,0.8679
580,Rigosertib,Rigosertib,1,Rigosertib,1.0000,Rigosertib Sodium,0.9771,Peposertib,0.9464,Uprosertib,0.9349,Plogosertib,0.9313
581,Rituxan,Rituximab,2,Vorapaxar,0.9146,Rituximab,0.9144,Traxanox,0.9141,Benexate,0.9140,Reproxalap,0.9129
582,Rituximab,Rituximab,1,Rituximab,1.0000,Rituximab and Hyaluronidase Human,0.9304,Anti-CD20 Monoclonal Antibody,0.9262,Ritipenem,0.9231,Iodine I 131 Rituximab,0.9189
583,Robotic assisted laparoscopic nephroureterectomy,Robot-Assisted Surgery;Laparoscopy;Nephroureterectomy,99,Abiraterone Acetate/Niraparib,0.8787,Nephroprotective Agent,0.8759,Dinitrophenyl-Modified Autologous Renal Cell Carcinoma Tumor cell Vaccine,0.8737,Beta-lapachone Prodrug ARQ 761,0.8713,Darolutamide,0.8710
584,Robotic assisted laparoscopic radical cystoprostatectomy,Robot-Assisted Surgery;Laparoscopy;Radical Cystoprostatectomy,99,Beta-lapachone Prodrug ARQ 761,0.8752,Carboprost,0.8732,Darolutamide,0.8710,Raltitrexed,0.8700,Carboprost Tromethamine,0.8671
585,Robotic radical cystoprostatectomy,Robot-Assisted Surgery;Radical Cystoprostatectomy,99,Carboprost,0.8879,Carboprost Tromethamine,0.8737,Raltitrexed,0.8732,Ralzapastotug,0.8732,Carbutamide,0.8713
586,Robotic-Assisted Laparoscopic Radical Prostatectomy,Laparoscopic Radical Prostatectomy with Robotics,99,Darolutamide,0.8914,Raloxifene,0.8843,Beta-lapachone Prodrug ARQ 761,0.8826,Raltitrexed,0.8815,Rolodine,0.8796
587,Ruxolitinib,Ruxolitinib,1,Ruxolitinib,1.0000,Ruxolitinib Phosphate,0.9664,Ruxolitinib Phosphate Cream,0.9480,Ruxotemitide,0.9457,Rufloxacin,0.9431
588,SAHA,Vorinostat,1,Vorinostat,0.9316,Dacinostat,0.9278,Belinostat,0.9119,Hydroxindasate,0.9066,Valpromide,0.9058
589,SAR3419,Coltuximab Ravtansine,99,Saracatinib,0.9028,Sarilumab,0.9025,Saralasin,0.9007,Saredutant,0.8994,Sarecycline,0.8991
590,SB-715992,Ispinesib,99,KSP Inhibitor SB-743921,0.9202,BMS-214662,0.9130,SB AS-2,0.9080,BMS-188797,0.9052,PD-L1 Inhibitor BPI-371153,0.9020
591,SCH 727965,Dinaciclib,99,Monoclonal Antibody SHR-8068,0.8948,GnRH Antagonist SHR7280,0.8899,AL721,0.8889,CRTH2 Antagonist ACT-774312,0.8888,CXCR1/2 Inhibitor SX-682,0.8886
592,SGI-1776,PIM Kinase Inhibitor SGI-1776,2,SGN-17/19,0.9299,PIM Kinase Inhibitor SGI-1776,0.9269,Anti-STn Antibody-drug Conjugate SGN-STNV,0.8869,Anti-PD-L1 Antibody-drug Conjugate SGN-PDL1V,0.8869,Oncolytic VSV-GP BI 1821736,0.8839
593,SGN-CD19A,Denintuzumab Mafodotin,99,Anti-CD19 Antibody-drug Conjugate SGN-CD19B,0.9571,Anti-CD228/4-1BB Bispecific Agent SGN-BB228,0.9109,Anti-CD352 Antibody-drug Conjugate SGN-CD352A,0.9093,Anti-CD70 Antibody-drug Conjugate SGN-CD70A,0.9084,Autologous CD19-targeted CAR-T Cells GC007F,0.9061
594,SGN-CD33A,Vadastuximab Talirine,99,Anti-CD352 Antibody-drug Conjugate SGN-CD352A,0.9335,Monoclonal Antibody SGN-14,0.9171,Anti-TIGIT Monoclonal Antibody SGN-TGT,0.9109,Anti-gpA33/CD3 Monoclonal Antibody MGD007,0.9032,Anti-CD70 Antibody-drug Conjugate SGN-CD70A,0.9013
595,SKIN LESION BIOPSY,Skin Biopsy,99,Skin Care Product,0.8865,Lanoteplase,0.8742,Topical Sirolimus,0.8710,Pelabresib,0.8708,Desmoteplase,0.8707
596,SKIN SPARING RADICAL MASTECTOMY,Skin-Sparing Mastectomy;Radical Mastectomy,99,Skin Care Product,0.8757,Stanolone,0.8742,Steroid Cream,0.8730,Serclutamab,0.8726,Stanozolol,0.8718
597,SLND,Sentinel Lymph Node;Lymphadenectomy,99,Sirolimus,0.9099,Nandrolone,0.9077,TMPRSS6 RNAi SLN124,0.9044,Everolimus,0.9036,Saralasin,0.9021
598,SMAC,Apoptotic Pathway-targeting Antineoplastic Agent,99,SMAC Mimetic BI 891065,0.9198,Malotilate,0.9018,Smac Mimetic GDC-0917,0.9003,Smac Mimetic BGB-24714,0.9002,Mafenide,0.8989
599,SORAFENIB,Sorafenib,1,Sorafenib,1.0000,Sorafenib Tosylate,0.9478,Savolitinib,0.9227,Sunitinib,0.9167,Imatinib,0.9116
600,STA9090 (GANETESPIB),Ganetespib,1,Ganetespib,0.9346,Gancotamab,0.9125,Ganefromycin,0.9056,Ganulameran,0.9015,Ganitumab,0.8997
601,STF-118804,NAMPT Inhibitor STF-118804,1,NAMPT Inhibitor STF-118804,0.9300,Anti-TGF-beta 1/Anti-COX-2 siRNAs STP707,0.8994,ALK Inhibitor TAE684,0.8966,ALK/TRK Inhibitor TSR-011,0.8927,RET/SRC Inhibitor TPX-0046,0.8916
602,SU11248,Sunitinib Malate,99,SU4984,0.9410,Sufosfamide,0.9049,Sufotidine,0.8982,Sufentanil,0.8955,Tyrosine Kinase Inhibitor SU5402,0.8949
603,SVV-001,Seneca Valley Virus-001,1,Seneca Valley Virus-001,0.8978,Seviteronel,0.8941,Oncolytic Vaccinia Virus OVV-01,0.8930,Oncolytic Adenovirus AdAPT-001,0.8911,VEGFR3 Inhibitor EVT801,0.8895
604,SY-1425 (Tamibarotene),Tamibarotene,1,Tamibarotene,0.9421,TAM/c-Met Inhibitor RXDX-106,0.9114,RET Inhibitor SY-5007,0.9049,ALK Inhibitor SY-3505,0.9039,Anti-TGF-beta Monoclonal Antibody SAR-439459,0.8943
605,Sacrococcygeal Resection,Sacrococcygeal Teratoma;Resection,99,Sacrosidase,0.8837,Savoxepin,0.8789,Hemorrhoidal Preparation,0.8660,Savolitinib,0.8635,Seviteronel,0.8609
606,Samalizumab,Samalizumab,1,Samalizumab,1.0000,Efalizumab,0.9263,Omalizumab,0.9224,Mogamulizumab,0.9165,Aselizumab,0.9149
607,Sapacitabine (CYC682-06),Sapacitabine,1,Sapacitabine,0.9642,Fiacitabine,0.9121,Gusacitinib,0.8986,Phytocannabinoid,0.8985,Cycrimine,0.8979
608,Secondary Debulking,Secondary;Tumor Debulking,99,Debamestrocel,0.8671,Besulpamide,0.8641,Deboxamet,0.8599,Semuloparin,0.8595,Durcabtagene Autoleucel,0.8534
609,Segmental Mastectomy,Segmental Mastectomy,99,Somatosalm,0.8918,Somatorelin,0.8821,Dibusadol,0.8727,Somatropin,0.8699,Salicin,0.8689
610,Segmental mastectomy,Segmental Mastectomy,99,Somatosalm,0.8918,Somatorelin,0.8821,Dibusadol,0.8727,Somatropin,0.8699,Salicin,0.8689
611,Segmental ureterectomy,Ureterectomy,99,Stenbolone,0.8789,Traxoprodil,0.8701,Floxuridine,0.8694,Eurestobart,0.8682,Suclofenide,0.8668
612,"Segmentectomy, Multiple",Segmentectomy;Multiple,99,Multiple Mixed Antigens,0.8821,Multitargeted Tyrosine Kinase Inhibitor JNJ-26483327,0.8737,Bismuth Subgallate,0.8735,Subasumstat,0.8713,Multiple Weed Mix Pollen Antigens,0.8713
613,"Segmentectomy, Single",Segmentectomy;Single,99,Segesterone,0.8794,Bismuth Subgallate,0.8749,Subathizone,0.8738,Serrapeptase,0.8738,Seglitide,0.8728
614,Selinexor,Selinexor,1,Selinexor,1.0000,Seltorexant,0.9399,Selexipag,0.9319,Selepressin,0.9261,Selegiline,0.9219
615,Sentinel Node Biopsy,Sentinel Lymph Node Biopsy,99,Nandrolone,0.8850,Stanolone,0.8712,Nandrolone Sodium Sulfate,0.8703,Nab-paclitaxel,0.8698,Naphthonone,0.8680
616,Simple Hysterectomy,Total Hysterectomy,99,Niraparib Tosylate Monohydrate,0.8711,Dutasteride,0.8684,Trastuzumab,0.8681,Non-Steroidal Estrogen,0.8675,Topilutamide,0.8663
617,Simple Mastectomy,Total Mastectomy,99,Minoxidil,0.8787,Methomyl,0.8772,Minamestane,0.8753,Myrtecaine,0.8745,Myralact,0.8744
618,Sirolimus,Sirolimus,1,Sirolimus,1.0000,Topical Sirolimus,0.9570,Siramesine,0.9329,Siremadlin,0.9296,Sirolimus Topical Gel PTX-022,0.9277
619,Skin excision,Skin Excision,99,Skin Care Product,0.8846,Escitalopram,0.8729,Segesterone,0.8719,Ethion,0.8712,Etoposide,0.8656
620,Sorafenib,Sorafenib,1,Sorafenib,1.0000,Sorafenib Tosylate,0.9478,Savolitinib,0.9227,Sunitinib,0.9167,Imatinib,0.9116
621,Stereotactic,Stereotactic Radiosurgery,99,Seviteronel,0.8813,Suvizumab,0.8758,Glatiramer,0.8749,Gefitinib,0.8727,Somatosalm,0.8721
622,Steroids,Steroid Therapy,99,Steroid Cream,0.9388,Steroidal Estrogen,0.9310,Prednisone,0.9275,Prednisolone,0.9267,Anabolic Steroid,0.9248
623,Sunitinib,Sunitinib,1,Sunitinib,1.0000,Sunitinib Malate,0.9604,Sorafenib,0.9167,Sildenafil,0.9167,Lanreotide,0.9143
624,Surgical,Surgical Procedure,99,99mTc-based PSMA Imaging and Surgery Agent,0.8801,Savoxepin,0.8788,Salicin,0.8769,Rolofylline,0.8731,Squalamine,0.8718
625,Surgical Resection,Resection,99,Serrapeptase,0.8772,Resocortol,0.8755,Resatorvid,0.8703,Resminostat,0.8699,Rolofylline,0.8689
626,Surgical resection,Resection,99,Serrapeptase,0.8772,Resocortol,0.8755,Resatorvid,0.8703,Resminostat,0.8699,Rolofylline,0.8689
627,Systemic,Systemic Therapy,99,Somatosalm,0.8775,Sildenafil,0.8769,Salsalate,0.8765,Thiosalan,0.8740,Sodium Thiosulfate,0.8734
628,T cell apheresis,Chimeric Antigen Receptor T-Cell Therapy;Therapeutic Apheresis,99,Autologous Peripheral Blood Mononuclear Cells,0.9037,Allogeneic TCR alpha/beta-positive T-lymphocyte-depleted Peripheral Blood Stem Cells,0.9014,CD3+/CD19+ Cell-depleted Autologous Hematopoietic Stem Cells,0.9009,Anti-mesothelin CIR mRNA-electroporated Autologous T Cells,0.9000,Autologous TCRm-expressing T-cells ET140203,0.8984
629,TACE,Transarterial Chemoembolization,99,Tacedinaline,0.9406,Erlotinib,0.9086,Trastuzumab,0.9085,Dotarizine,0.9014,Trypsin,0.8992
630,TACEb,Transarterial Chemoembolization,99,Tacedinaline,0.9380,Trastuzumab,0.8996,Ertiprotafib,0.8976,Bevacizumab,0.8974,Talizumab,0.8934
631,TAE,Transanal Excision,99,TAEK-VAC-HerBy Vaccine,0.9048,Tasosartan,0.9025,Tasuldine,0.9012,Tenoxicam,0.8956,TAS-103,0.8942
632,TAK-701,Anti-HGF Monoclonal Antibody TAK-701,1,Anti-HGF Monoclonal Antibody TAK-701,0.9325,Aurora B Serine/Threonine Kinase Inhibitor TAK-901,0.9050,ALK/FAK/Pyk2 Inhibitor CT-707,0.9040,Dextran 70,0.9001,Anti-TGF-beta Monoclonal Antibody SAR-439459,0.8990
633,TAMIS,Transanal Excision;Minimally Invasive Surgery,99,Tamtuvetmab,0.9425,Taminadenant,0.9403,Tameridone,0.9326,Tamibarotene,0.9287,Tamitinol,0.9261
634,TAMOXIFEN,Tamoxifen,1,Tamoxifen,1.0000,Tamoxifen Citrate,0.9405,Crizotinib,0.9188,Anastrozole,0.9182,Trastuzumab,0.9169
635,TB-403,Anti-PLGF Monoclonal Antibody TB-403,1,Anti-PLGF Monoclonal Antibody TB-403,0.9345,Autologous TBX-4000-treated Peripheral Blood Mononuclear Cells TBX-3400,0.8912,Tazolol,0.8886,ALK/c-Met Inhibitor TQ-B3139,0.8885,Tolbutamide,0.8836
636,TBI,Total-Body Irradiation,99,Ibacitabine,0.9022,Rebastinib,0.8988,Gabapentin,0.8973,Bleomycin,0.8943,Barbiturate,0.8941
637,TDM-1,Trastuzumab Emtansine,99,IDO/TDO Inhibitor LY-01013,0.9021,Drozitumab,0.9021,IDO/TDO Inhibitor HTI-1090,0.9012,Telotristat,0.8915,IDO1/TDO2 Inhibitor M4112,0.8914
638,TEMODAR,Temozolomide,99,Temodox,0.9185,Temanogrel,0.9133,Temelastine,0.9059,Temafloxacin,0.9017,Temelimab,0.8996
639,TIL infusion,Tumor Infiltrating Lymphocyte Therapy,99,TNF Transduced TIL,0.9255,Tilidine Hydrochloride,0.9145,Tilidine,0.9131,Tilavonemab,0.9101,Tilmacoxib,0.9086
640,TKI,Tyrosine Kinase Inhibitor,3,Erlotinib,0.9366,Imatinib,0.9338,Tyrosine Kinase Inhibitor,0.9322,Crizotinib,0.9223,Gefitinib,0.9214
641,TL32711,Birinapant,99,Ruthenium-based Photosensitizer TLD1411,0.9030,Antiangiogenic Drug Combination TL-118,0.8932,AL721,0.8928,PI3K Inhibitor TL117,0.8928,Photodynamic Compound TLD-1433,0.8912
642,TLI,Total Lymphoid Irradiation,99,Thallous Chloride Tl-201,0.9055,Elobixibat,0.9044,Levosimendan,0.9043,Liotrix,0.9041,Tyrosine Kinase Inhibitor TL-895,0.9041
643,TM,Trametinib,99,Terazosin,0.9045,Timolumab,0.9042,Trimazosin,0.9037,Timolol Maleate,0.9033,Timolol,0.9015
644,TMZ,Temozolomide,1,Temozolomide,0.9426,Methazolamide,0.9230,Metformin,0.9214,Metioxate,0.9177,Minocycline,0.9155
645,TOPO_II_INH,Topoisomerase-II Inhibitor,2,Isoniazid,0.9103,Topoisomerase-II Inhibitor,0.9038,Topoisomerase I/II Inhibitor NEV-801,0.8986,Topoisomerase-I Inhibitor,0.8916,Topotecan,0.8891
646,TOPO_I_INH,Topoisomerase-I Inhibitor,2,Isoniazid,0.9117,Topoisomerase-I Inhibitor,0.9017,Topoisomerase I/II Inhibitor NEV-801,0.9009,Topotecan,0.8973,Topoisomerase-II Inhibitor,0.8952
647,TOPTECAN,Topotecan,1,Topotecan,0.9365,Topterone,0.9303,Topsalysin,0.9290,Topixantrone,0.9234,Topilutamide,0.9191
648,TOTAL MASTECTOMY,Total Mastectomy,99,Tamoxifen,0.8846,Trastuzumab,0.8734,Amitriptyline,0.8672,Metronidazole,0.8645,Totrombopag,0.8644
649,TRAMP,TRAM Flap Procedure,99,Tramadol,0.9608,Trametinib,0.9448,Tramazoline,0.9438,Tramiprosate,0.9334,Tramadol Hydrochloride,0.9256
650,TRAS,Trastuzumab,99,Tralonide,0.9506,Traxanox,0.9440,Trazodone,0.9434,Tracazolate,0.9351,Trazolopride,0.9327
651,TRASTUZUMAB,Trastuzumab,1,Trastuzumab,1.0000,Trastuzumab Emtansine,0.9481,Trastuzumab Vedotin,0.9423,Trastuzumab Corixetan,0.9347,Trastuzumab Botidotin,0.9346
652,TRISENOX(ATO),Arsenic Trioxide,99,Atopaxar,0.9082,Zoledronate Trisodium,0.9068,Atilmotin,0.9066,Atopaxar Hydrobromide,0.9044,Trispecific Antibody JNJ-79635322,0.9043
653,TUR,Transurethral Resection,99,Turosteride,0.9313,Citalopram,0.8935,Turofexorate Isopropyl,0.8932,Tolmetin,0.8900,Tibalosin,0.8893
654,TURBT,Transurethral Resection of Bladder Tumor,99,Tylosin,0.8987,Terbucromil,0.8968,Trimoprostil,0.8962,Tolnaftate,0.8955,Terazosin,0.8940
655,TURBT (transurethral resection of bladder tumor),Transurethral Resection of Bladder Tumor,99,Tuvusertib,0.8997,Ublituximab,0.8948,Thymocartin,0.8928,Tobevibart,0.8927,Trimoprostil,0.8915
656,TVRC-biopsy,Biopsy,99,Tavokinogene Telseplasmid,0.8947,Tivirapine,0.8910,CT-RCC-1 Antigen,0.8858,Trestolone,0.8851,Tumor Necrosis Factor (CET),0.8850
657,Tandutinib,Tandutinib,1,Tandutinib,1.0000,Tasurgratinib,0.9224,Taniplon,0.9107,Tanexaban,0.9089,Tanaproget,0.9081
658,Tasadenoturev,Tasadenoturev,1,Tasadenoturev,1.0000,Tasadenoturev-infected Allogeneic Bone Marrow-derived Mesenchymal Stem Cells,0.9146,Tasidotin,0.9145,Tasisulam,0.9037,Tasonermin,0.9020
659,Tasadeoturev,Tasadenoturev,1,Tasadenoturev,0.9551,Tasonermin,0.9228,Tasidotin,0.9186,Tasisulam,0.9154,Tasuldine,0.9101
660,Taxol,Paclitaxel,1,Paclitaxel,0.9339,Docetaxel,0.9309,Docetaxel Polymeric Micelles,0.9101,Pegylated Paclitaxel,0.9094,Oral Docetaxel,0.9088
661,Taxotere,Docetaxel,1,Docetaxel,0.9211,Formoterol,0.9101,Oral Docetaxel,0.9055,Paclitaxel Trevatide,0.9038,Nebotermin,0.9036
662,Temodar,Temozolomide,99,Temodox,0.9185,Temanogrel,0.9133,Temelastine,0.9059,Temafloxacin,0.9017,Temelimab,0.8996
663,Temozolamide,Temozolomide,1,Temozolomide,0.9386,Acetohexamide,0.9133,Acetazolamide,0.9133,Trimethobenzamide Hydrochloride,0.9132,Trimethobenzamide,0.9113
664,Temozolomide,Temozolomide,1,Temozolomide,1.0000,Carbon C11 Temozolomide,0.9241,Ipilimumab,0.9090,Locally-acting Temozolomide Formulation SI-053,0.9088,Demethylating Agent,0.9082
665,Temsirolimus,Temsirolimus,1,Temsirolimus,1.0000,Temazepam,0.9279,Temafloxacin,0.9170,Topotecan,0.9169,Levosimendan,0.9166
666,Thalidomide,Thalidomide,1,Thalidomide,1.0000,Itraconazole,0.9180,Tibolone,0.9083,Lenalidomide,0.9074,Phenytoin,0.9063
667,Thioguanine,Thioguanine,1,Thioguanine,1.0000,Thioguanine Anhydrous,0.9493,Thiouracil,0.9426,Beta-Thioguanine Deoxyriboside,0.9423,Alpha-Thioguanine Deoxyriboside,0.9332
668,Thiotepa,Thiotepa,1,Thiotepa,1.0000,Thiopental,0.9381,Thiothixene,0.9366,Thiosalan,0.9337,Sodium Thiosulfate,0.9323
669,Thymoglobulin,Lapine T-Lymphocyte Immune Globulin,99,Thymol,0.9245,Thymocartin,0.9226,Thymopentin,0.9171,Thymalfasin,0.9150,Anti-Thymocyte Globulin,0.9133
670,Thymoglobulin (Bu/Flu/ATG),Lapine T-Lymphocyte Immune Globulin,99,Tuberculin,0.9102,Anti-Thymocyte Globulin,0.9095,Bufuralol,0.9054,Equine Thymocyte Immune Globulin,0.9053,Otlertuzumab,0.9017
671,Thymoglobulin (Bu/Flu/Cy/ATG),Lapine T-Lymphocyte Immune Globulin,99,Anti-Thymocyte Globulin,0.9087,Autologous CD4+/CD8+ 4-1BB-CD3zeta-EGFR806-CAR-EGFRt/4-1BB-CD3zeta-CD19-CAR-HER2tG-expressing CARs T Cells,0.9071,Bufuralol,0.9058,Autologous Human Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ T-lymphocytes,0.9055,4H11-28z/fIL-12/EGFRt-expressing Autologous T-lymphocytes,0.9036
672,Topotecan,Topotecan,1,Topotecan,1.0000,Topotecan Hydrochloride,0.9582,11C Topotecan,0.9489,Topotecan Hydrochloride (1:1.25),0.9439,Oral Topotecan Hydrochloride,0.9431
