official_label,clean_code
L-ascorbic acid,EFO:CHEBI_29073
calcium(2+),EFO:CHEBI_29108
sodium nitroprusside,EFO:CHEBI_29321
phosgene,EFO:CHEBI_29365
dioxygen(2+),EFO:CHEBI_29371
azathioprine,EFO:CHEBI_2948
azithromycin,EFO:CHEBI_2955
choline phosphate(1-),EFO:CHEBI_295975
neocarzinostatin chromophore,EFO:CHEBI_29655
sodium arsenite,EFO:CHEBI_29678
thiostrepton,EFO:CHEBI_29693
tunicamycin,EFO:CHEBI_29699
glycocholate,EFO:CHEBI_29746
cholate,EFO:CHEBI_29747
fumarate(2-),EFO:CHEBI_29806
baicalin,EFO:CHEBI_2981
benzo[a]pyrene,EFO:CHEBI_29865
arsenite(3-),EFO:CHEBI_29866
quinolinate(2-),EFO:CHEBI_29959
aspartate(2-),EFO:CHEBI_29995
succinate(2-),EFO:CHEBI_30031
divanadium pentaoxide,EFO:CHEBI_30045
acetate,EFO:CHEBI_30089
aluminium trichloride,EFO:CHEBI_30114
lithium atom,EFO:CHEBI_30145
benomyl,EFO:CHEBI_3015
benzbromarone,EFO:CHEBI_3023
linoleate,EFO:CHEBI_30245
antimony(0),EFO:CHEBI_30304
"2,2'-bipyridine",EFO:CHEBI_30351
benzo[a]pyrene diol epoxide I,EFO:CHEBI_30614
diarsenic trioxide,EFO:CHEBI_30621
oxalate(2-),EFO:CHEBI_30623
thyroxine,EFO:CHEBI_30660
ethylene glycol,EFO:CHEBI_30742
oxaloacetic acid,EFO:CHEBI_30744
benzoic acid,EFO:CHEBI_30746
anthranilic acid,EFO:CHEBI_30754
salicylate,EFO:CHEBI_30762
propionic acid,EFO:CHEBI_30768
citric acid,EFO:CHEBI_30769
butyric acid,EFO:CHEBI_30772
succinate(1-),EFO:CHEBI_30779
maleate(2-),EFO:CHEBI_30780
malonic acid,EFO:CHEBI_30794
tetradecanoate,EFO:CHEBI_30807
oleate,EFO:CHEBI_30823
adipic acid,EFO:CHEBI_30832
orotate,EFO:CHEBI_30839
hydroxymalonate(1-),EFO:CHEBI_30844
indole-3-acetate,EFO:CHEBI_30854
isocitric acid,EFO:CHEBI_30887
bicalutamide,EFO:CHEBI_3090
glucitol,EFO:CHEBI_30911
bicuculline,EFO:CHEBI_3092
3-hydroxy-3-methylglutarate(1-),EFO:CHEBI_30920
glutarate(2-),EFO:CHEBI_30921
apomorphine hydrochloride,EFO:CHEBI_31228
carboplatin,EFO:CHEBI_31355
bleomycin A2,EFO:CHEBI_3139
fasudil hydrochloride,EFO:CHEBI_31593
ferric ammonium citrate,EFO:CHEBI_31604
fulvestrant,EFO:CHEBI_31638
bradykinin,EFO:CHEBI_3165
imatinib methanesulfonate,EFO:CHEBI_31690
indolin-2-one,EFO:CHEBI_31697
kainic acid,EFO:CHEBI_31746
bromobenzene,EFO:CHEBI_3179
bromocriptine methanesulfonate,EFO:CHEBI_3182
mercury dichloride,EFO:CHEBI_31823
N-methyl-D-aspartic acid,EFO:CHEBI_31882
nemonapride,EFO:CHEBI_31899
oxaliplatin,EFO:CHEBI_31941
phenol red,EFO:CHEBI_31991
methyl beta-D-glucopyranoside,EFO:CHEBI_320055
methyl alpha-D-glucopyranoside,EFO:CHEBI_320061
potassium bromide,EFO:CHEBI_32030
propylparaben,EFO:CHEBI_32063
saccharin,EFO:CHEBI_32111
sapropterin dihydrochloride,EFO:CHEBI_32120
sodium hydroxide,EFO:CHEBI_32145
sulpiride,EFO:CHEBI_32168
icosanoate,EFO:CHEBI_32360
heptanoate,EFO:CHEBI_32362
margarate,EFO:CHEBI_32366
butein,EFO:CHEBI_3237
myristoleate,EFO:CHEBI_32370
palmitoleate,EFO:CHEBI_32372
alpha-linolenate,EFO:CHEBI_32387
"all-cis-octadeca-6,9,12,15-tetraenoic acid",EFO:CHEBI_32389
gamma-linolenate,EFO:CHEBI_32391
erucate,EFO:CHEBI_32393
arachidonate,EFO:CHEBI_32395
glutamate residue,EFO:CHEBI_32484
thioacetamide,EFO:CHEBI_32497
pirinixic acid,EFO:CHEBI_32509
4-hydroxynon-2-enal,EFO:CHEBI_32585
potassium chloride,EFO:CHEBI_32588
magnesium sulfate,EFO:CHEBI_32599
paracetamol sulfate,EFO:CHEBI_32635
5-acetamido-6-formamido-3-methyluracil,EFO:CHEBI_32643
piperonyl butoxide,EFO:CHEBI_32687
4-(N-nitrosomethylamino)-1-(3-pyridyl)butan-1-one,EFO:CHEBI_32692
pyruvic acid,EFO:CHEBI_32816
gibberellin A4,EFO:CHEBI_32902
1-naphthaleneacetic acid,EFO:CHEBI_32918
(S)-3-phenyllactate,EFO:CHEBI_32979
indole-3-butyric acid,EFO:CHEBI_33070
fluoranthene,EFO:CHEBI_33083
2-nitrotoluene,EFO:CHEBI_33098
calcium dichloride,EFO:CHEBI_3312
aluminium hydroxide,EFO:CHEBI_33130
vanadyl sulfate,EFO:CHEBI_33146
calicheamicin gamma1(I),EFO:CHEBI_3319
bisphenol A,EFO:CHEBI_33216
vitamin (role),EFO:CHEBI_33229
application,EFO:CHEBI_33232
atom,EFO:CHEBI_33250
antimicrobial agent,EFO:CHEBI_33281
nutrient,EFO:CHEBI_33284
agrochemical,EFO:CHEBI_33286
fertilizer,EFO:CHEBI_33287
diagnostic agent,EFO:CHEBI_33295
platinum,EFO:CHEBI_33364
candesartan,EFO:CHEBI_3347
glyceric acid,EFO:CHEBI_33508
ribonate,EFO:CHEBI_33527
adrenaline,EFO:CHEBI_33568
ribonucleic acid,EFO:CHEBI_33697
messenger RNA,EFO:CHEBI_33699
amino acid,EFO:CHEBI_33709
captopril,EFO:CHEBI_3380
phenols,EFO:CHEBI_33853
carbamazepine,EFO:CHEBI_3387
glycerate,EFO:CHEBI_33871
carbaryl,EFO:CHEBI_3390
ribose,EFO:CHEBI_33942
fucose,EFO:CHEBI_33984
"(9R,13R)-12-oxophytodienoic acid",EFO:CHEBI_34005
1-arachidonoyl-sn-glycerol,EFO:CHEBI_34071
12(S)-HETE,EFO:CHEBI_34146
12-oxo-ETE,EFO:CHEBI_34151
13(S)-HODE,EFO:CHEBI_34154
16-Ketoestradiol,EFO:CHEBI_34165
carvacrol,EFO:CHEBI_3440
4-nonylphenol,EFO:CHEBI_34440
chlorpyrifos,EFO:CHEBI_34631
clofibric acid,EFO:CHEBI_34648
diazinon,EFO:CHEBI_34682
dibutyl phthalate,EFO:CHEBI_34687
3-isobutyl-1-methyl-7H-xanthine,EFO:CHEBI_34795
methoprene,EFO:CHEBI_34839
N-nitrosodiethylamine,EFO:CHEBI_34873
nocodazole,EFO:CHEBI_34892
paraquat,EFO:CHEBI_34905
pentachloronitrobenzene,EFO:CHEBI_34908
permethrin,EFO:CHEBI_34911
sulmazole,EFO:CHEBI_34988
cefuroxime,EFO:CHEBI_3515
zinc sulfate,EFO:CHEBI_35176
terpene,EFO:CHEBI_35186
diterpene,EFO:CHEBI_35190
surfactant,EFO:CHEBI_35195
apratoxin A,EFO:CHEBI_35212
plant growth retardant,EFO:CHEBI_35219
antimetabolite,EFO:CHEBI_35221
inhibitor,EFO:CHEBI_35222
4-nitrotoluene,EFO:CHEBI_35227
1-benzofuran,EFO:CHEBI_35260
L-proline betaine,EFO:CHEBI_35280
steroid,EFO:CHEBI_35341
fatty acid,EFO:CHEBI_35366
aspartate(1-),EFO:CHEBI_35391
tartrate(1-),EFO:CHEBI_35397
N-acetylneuraminate,EFO:CHEBI_35418
pregnenolone sulfate,EFO:CHEBI_35420
antinematodal drug,EFO:CHEBI_35444
chlorobiphenyl,EFO:CHEBI_35446
1-naphthyl isothiocyanate,EFO:CHEBI_35455
cadmium dichloride,EFO:CHEBI_35456
EC 3.4.15.1 (peptidyl-dipeptidase A) inhibitor,EFO:CHEBI_35457
antidepressant,EFO:CHEBI_35469
anti-inflammatory drug,EFO:CHEBI_35472
non-steroidal anti-inflammatory drug,EFO:CHEBI_35475
antipsychotic agent,EFO:CHEBI_35476
antimanic drug,EFO:CHEBI_35477
non-narcotic analgesic,EFO:CHEBI_35481
opioid analgesic,EFO:CHEBI_35482
antipyretic,EFO:CHEBI_35493
beta-adrenergic agonist,EFO:CHEBI_35522
hypoglycemic agent,EFO:CHEBI_35526
EC 1.14.99.1 (prostaglandin-endoperoxide synthase) inhibitor,EFO:CHEBI_35544
perfluorodecanoic acid,EFO:CHEBI_35546
perhexiline,EFO:CHEBI_35553
cardiovascular drug,EFO:CHEBI_35554
furan,EFO:CHEBI_35559
alpha-adrenergic agonist,EFO:CHEBI_35569
pregnenolone 16alpha-carbonitrile,EFO:CHEBI_35591
isoxazole,EFO:CHEBI_35595
antineoplastic agent,EFO:CHEBI_35610
vasodilator agent,EFO:CHEBI_35620
anticonvulsant,EFO:CHEBI_35623
beta-lactam,EFO:CHEBI_35627
adrenergic uptake inhibitor,EFO:CHEBI_35640
thiopurine,EFO:CHEBI_35666
antilipemic drug,EFO:CHEBI_35679
cobalt dichloride,EFO:CHEBI_35696
xenobiotic,EFO:CHEBI_35703
N(2)-acetyl-L-lysine,EFO:CHEBI_35704
immunosuppressive agent,EFO:CHEBI_35705
sedative,EFO:CHEBI_35717
antifungal agent,EFO:CHEBI_35718
glycerophosphoserine,EFO:CHEBI_35766
phosphate ion,EFO:CHEBI_35780
citrate(1-),EFO:CHEBI_35804
N-nitrosodimethylamine,EFO:CHEBI_35807
citrate(2-),EFO:CHEBI_35808
anticholesteremic drug,EFO:CHEBI_35821
antirheumatic drug,EFO:CHEBI_35842
glutarate(1-),EFO:CHEBI_35907
docosahexaenoic acid,EFO:CHEBI_36005
icosapentaenoic acid,EFO:CHEBI_36006
antibacterial drug,EFO:CHEBI_36047
taxane,EFO:CHEBI_36064
protein,EFO:CHEBI_36080
pipecolate,EFO:CHEBI_36110
chlorhexidine,EFO:CHEBI_3614
2-hydroxyglutarate(1-),EFO:CHEBI_36149
pimelate(2-),EFO:CHEBI_36165
chenodeoxycholate,EFO:CHEBI_36234
glycochenodeoxycholate,EFO:CHEBI_36252
taurocholate,EFO:CHEBI_36257
taurodeoxycholate,EFO:CHEBI_36261
HETE,EFO:CHEBI_36275
glycerophosphocholine,EFO:CHEBI_36313
glycerophosphoethanolamine,EFO:CHEBI_36314
chloroquine,EFO:CHEBI_3638
strontium dichloride,EFO:CHEBI_36383
homocitrate(3-),EFO:CHEBI_36457
homocitrate(2-),EFO:CHEBI_36458
homocitrate(1-),EFO:CHEBI_36459
chlorpromazine,EFO:CHEBI_3647
chlorpropamide,EFO:CHEBI_3650
cholesteryl palmitate,EFO:CHEBI_3663
3-(4-hydroxyphenyl)lactate,EFO:CHEBI_36659
phosphoethanolamine,EFO:CHEBI_36711
sapphyrin,EFO:CHEBI_36779
escitalopram,EFO:CHEBI_36791
campestanol,EFO:CHEBI_36799
cimetidine,EFO:CHEBI_3699
2-aminoadipic acid,EFO:CHEBI_37024
3-hydroxybutyrate,EFO:CHEBI_37054
fumarate(1-),EFO:CHEBI_37154
maleate(1-),EFO:CHEBI_37156
citalopram,EFO:CHEBI_3723
alpha-amanitin,EFO:CHEBI_37415
clindamycin,EFO:CHEBI_3745
ribulose 5-phosphate,EFO:CHEBI_37455
clofibrate,EFO:CHEBI_3750
phorbol 13-acetate 12-myristate,EFO:CHEBI_37537
clomipramine hydrochloride,EFO:CHEBI_3755
sphingosine 1-phosphate,EFO:CHEBI_37550
sodium dihydrogenphosphate,EFO:CHEBI_37585
clotrimazole,EFO:CHEBI_3764
clozapine,EFO:CHEBI_3766
(1->3)-beta-D-glucan,EFO:CHEBI_37671
mannose,EFO:CHEBI_37684
protein kinase inhibitor,EFO:CHEBI_37699
EC 2.7.11.13 (protein kinase C) inhibitor,EFO:CHEBI_37700
EC 3.1.1.8 (cholinesterase) inhibitor,EFO:CHEBI_37733
iodoform,EFO:CHEBI_37758
dialkylglycerol,EFO:CHEBI_37812
growth hormone,EFO:CHEBI_37845
plant hormone,EFO:CHEBI_37848
adrenergic antagonist,EFO:CHEBI_37887
alpha-adrenergic antagonist,EFO:CHEBI_37890
phenothiazine antipsychotic drug,EFO:CHEBI_37930
histamine antagonist,EFO:CHEBI_37956
cyanine dye,EFO:CHEBI_37960
Cy3 dye,EFO:CHEBI_37987
Cy5 dye,EFO:CHEBI_37989
"17beta-hydroxy-17-methylestra-4,9,11-trien-3-one",EFO:CHEBI_379896
uniconazole,EFO:CHEBI_38000
antimalarial,EFO:CHEBI_38068
anti-arrhythmia drug,EFO:CHEBI_38070
cardiotonic drug,EFO:CHEBI_38147
potassium bromate,EFO:CHEBI_38211
calcium channel blocker,EFO:CHEBI_38215
EC 3.1.1.7 (acetylcholinesterase) inhibitor,EFO:CHEBI_38462
acetonitrile,EFO:CHEBI_38472
mitochondrial NADH:ubiquinone reductase inhibitor,EFO:CHEBI_38498
rosuvastatin,EFO:CHEBI_38545
cytochrome P450,EFO:CHEBI_38559
fenazaquin,EFO:CHEBI_38593
tyrosine kinase inhibitor,EFO:CHEBI_38637
trimethylbenzene,EFO:CHEBI_38641
phosmet,EFO:CHEBI_38786
nonionic surfactant,EFO:CHEBI_38828
tetrafluoroethene,EFO:CHEBI_38866
inhalation anaesthetic,EFO:CHEBI_38870
intravenous anaesthetic,EFO:CHEBI_38877
corticotropin,EFO:CHEBI_3892
sunitinib,EFO:CHEBI_38940
cosyntropin,EFO:CHEBI_3901
low-density lipoprotein,EFO:CHEBI_39026
pyrethroid ester insecticide,EFO:CHEBI_39116
(E)-clothianidin,EFO:CHEBI_39177
abamectin,EFO:CHEBI_39214
dibenzothiazepine,EFO:CHEBI_39268
dinitrophenol,EFO:CHEBI_39352
lufenuron,EFO:CHEBI_39384
atorvastatin,EFO:CHEBI_39548
curcumin,EFO:CHEBI_3962
valproic acid,EFO:CHEBI_39867
amitrole,EFO:CHEBI_40036
4-hydroxycoumarin,EFO:CHEBI_40070
cyclophosphamide hydrate,EFO:CHEBI_4026
cyclophosphamide,EFO:CHEBI_4027
allopurinol,EFO:CHEBI_40279
cyclosporin A,EFO:CHEBI_4031
cyfluthrin,EFO:CHEBI_4034
N-acetylglycine,EFO:CHEBI_40410
L-cysteinylglycine,EFO:CHEBI_4047
N(alpha)-acetyl-L-arginine,EFO:CHEBI_40521
azoxystrobin,EFO:CHEBI_40909
N-acetyl-L-alanine,EFO:CHEBI_40992
celecoxib,EFO:CHEBI_41423
4-phenylbutyric acid,EFO:CHEBI_41500
tamoxifen,EFO:CHEBI_41774
dexamethasone,EFO:CHEBI_41879
diethylstilbestrol,EFO:CHEBI_41922
"2,4-dinitrophenol",EFO:CHEBI_42017
12-aminododecanoic acid,EFO:CHEBI_42025
"1,2-di-[(9Z,12Z)-octadecadienoyl]-sn-glycero-3-phosphocholine",EFO:CHEBI_42027
(R)-lactic acid,EFO:CHEBI_42111
EDTA(4-),EFO:CHEBI_42191
forskolin,EFO:CHEBI_42471
flavone,EFO:CHEBI_42491
3-(5-fluorouracil-1-yl)-L-alanine,EFO:CHEBI_42549
fisetin,EFO:CHEBI_42567
4-hydroxyphenyl retinamide,EFO:CHEBI_42588
flufenamic acid,EFO:CHEBI_42638
gabapentin,EFO:CHEBI_42797
"3'-amino-3'-deoxy-N(6),N(6)-dimethyladenosine",EFO:CHEBI_42839
25-hydroxycholesterol,EFO:CHEBI_42977
danazol,EFO:CHEBI_4315
dantrolene,EFO:CHEBI_4317
indoxyl sulfate,EFO:CHEBI_43355
dexibuprofen,EFO:CHEBI_43415
L-alloisoleucine,EFO:CHEBI_43433
desferrioxamine B,EFO:CHEBI_4356
3-(1H-indol-3-yl)propanoic acid,EFO:CHEBI_43580
lisinopril,EFO:CHEBI_43755
(S)-alpha-methyl-4-carboxyphenylglycine,EFO:CHEBI_43876
(-)-demecolcine,EFO:CHEBI_4393
methotrexate,EFO:CHEBI_44185
N-acetyl-L-glutamate(2-),EFO:CHEBI_44337
hydroxyurea,EFO:CHEBI_44423
nimesulide,EFO:CHEBI_44445
N-oxalylglycine,EFO:CHEBI_44482
"(10E,12Z)-octadecadienoic acid",EFO:CHEBI_44526
afimoxifene,EFO:CHEBI_44616
homogentisic acid,EFO:CHEBI_44747
phosphoenolpyruvic acid,EFO:CHEBI_44897
propofol,EFO:CHEBI_44915
"1,10-phenanthroline",EFO:CHEBI_44975
pentamidine,EFO:CHEBI_45081
diclofenac sodium,EFO:CHEBI_4509
praziquantel,EFO:CHEBI_45267
N-acetyl-L-serine,EFO:CHEBI_45441
S-methylcysteine,EFO:CHEBI_45658
imatinib,EFO:CHEBI_45783
N-acetyl-L-threonine,EFO:CHEBI_45826
paclitaxel,EFO:CHEBI_45863
trifluoperazine,EFO:CHEBI_45951
tacrine,EFO:CHEBI_45980
ribothymidine,EFO:CHEBI_45996
trichostatin A,EFO:CHEBI_46024
"2,4,6-trinitrotoluene",EFO:CHEBI_46053
fluconazole,EFO:CHEBI_46081
paracetamol,EFO:CHEBI_46195
O(4')-sulfo-L-tyrosine,EFO:CHEBI_46215
5-fluorouracil,EFO:CHEBI_46345
zardaverine,EFO:CHEBI_46548
disopyramide,EFO:CHEBI_4657
disulfiram,EFO:CHEBI_4659
asbestos,EFO:CHEBI_46661
dodecanedioic acid,EFO:CHEBI_4676
poly(ethylene glycol),EFO:CHEBI_46793
urate salt,EFO:CHEBI_46819
quinolinate(1-),EFO:CHEBI_46828
polidocanol,EFO:CHEBI_46859
"S-[2,3-bis(palmitoyloxy)propyl]-Cys-Ser-Lys-Lys-Lys-Lys",EFO:CHEBI_46889
oxalate(1-),EFO:CHEBI_46904
zebularine,EFO:CHEBI_46938
"1,4-dioxane",EFO:CHEBI_47032
diclofenac,EFO:CHEBI_47381
cefazolin,EFO:CHEBI_474053
caspofungin,EFO:CHEBI_474180
furosemide,EFO:CHEBI_47426
imipramine,EFO:CHEBI_47499
ketoconazole,EFO:CHEBI_47519
bezafibrate,EFO:CHEBI_47612
high-density lipoprotein cholesterol,EFO:CHEBI_47775
clomipramine,EFO:CHEBI_47780
dibenzoazepine,EFO:CHEBI_47804
sulforaphane,EFO:CHEBI_47807
enalapril,EFO:CHEBI_4784
HC toxin,EFO:CHEBI_48028
(-)-epigallocatechin 3-gallate,EFO:CHEBI_4806
antiseptic drug,EFO:CHEBI_48218
trichlorofluoromethane,EFO:CHEBI_48236
serotonergic drug,EFO:CHEBI_48278
serotonergic antagonist,EFO:CHEBI_48279
ergothioneine,EFO:CHEBI_4828
polar solvent,EFO:CHEBI_48354
polar aprotic solvent,EFO:CHEBI_48358
but-1-ene,EFO:CHEBI_48362
olmesartan,EFO:CHEBI_48416
angiotensin II,EFO:CHEBI_48432
roxindole,EFO:CHEBI_48558
dopaminergic antagonist,EFO:CHEBI_48561
phenylbutazone,EFO:CHEBI_48574
lithium chloride,EFO:CHEBI_48607
ethambutol,EFO:CHEBI_4877
disodium selenite,EFO:CHEBI_48843
ethionamide,EFO:CHEBI_4885
benzothiadiazole,EFO:CHEBI_48864
cholinergic antagonist,EFO:CHEBI_48873
muscarinic antagonist,EFO:CHEBI_48876
isovalerate,EFO:CHEBI_48942
"1,1'-azobis(N,N-dimethylformamide)",EFO:CHEBI_48958
7-methylxanthine,EFO:CHEBI_48991
4-hydroxyphenylacetate,EFO:CHEBI_48999
N-acetylcitrulline,EFO:CHEBI_49006
17alpha-ethynylestradiol,EFO:CHEBI_4903
methionine S-oxide,EFO:CHEBI_49033
3-aminoisobutyrate,EFO:CHEBI_49096
etoposide,EFO:CHEBI_4911
eugenol,EFO:CHEBI_4917
O-methyleugenol,EFO:CHEBI_4918
phosphatidylcholine(1+),EFO:CHEBI_49183
EC 3.6.3.10 (H(+)/K(+)-exchanging ATPase) inhibitor,EFO:CHEBI_49200
dasatinib (anhydrous),EFO:CHEBI_49375
exemestane,EFO:CHEBI_4953
copper(II) chloride,EFO:CHEBI_49553
diazepam,EFO:CHEBI_49575
lapatinib,EFO:CHEBI_49603
indometacin,EFO:CHEBI_49662
gefitinib,EFO:CHEBI_49668
methylmercury(1+),EFO:CHEBI_49747
famotidine,EFO:CHEBI_4975
tetraethylenepentamine,EFO:CHEBI_49798
iron(III) dicitrate(3-),EFO:CHEBI_4991
fenofibrate,EFO:CHEBI_5001
fenoldopam,EFO:CHEBI_5002
imidazolium cation,EFO:CHEBI_50059
S-nitrosoglutathione,EFO:CHEBI_50091
bucladesine,EFO:CHEBI_50095
excitatory amino acid agonist,EFO:CHEBI_50103
sex hormone,EFO:CHEBI_50112
androgen,EFO:CHEBI_50113
estrogen,EFO:CHEBI_50114
rosiglitazone,EFO:CHEBI_50122
5-aza-2'-deoxycytidine,EFO:CHEBI_50131
lonidamine,EFO:CHEBI_50138
sodium pyruvate,EFO:CHEBI_50144
"4-[3-(4-tert-butylphenyl)-2-methylpropyl]-2,6-dimethylmorpholine",EFO:CHEBI_50148
"1,1-bis(2-aminoethyl)-2-hydroxy-3-oxotriazane",EFO:CHEBI_50154
canrenoate,EFO:CHEBI_50159
motexafin gadolinium,EFO:CHEBI_50161
dermatologic drug,EFO:CHEBI_50177
(+)-dexrazoxane,EFO:CHEBI_50223
anticoagulant,EFO:CHEBI_50249
prodrug,EFO:CHEBI_50266
EC 5.99.1.2 (DNA topoisomerase) inhibitor,EFO:CHEBI_50276
cadmium sulfate,EFO:CHEBI_50292
"1,9-dideoxyforskolin",EFO:CHEBI_50295
parasympatholytic,EFO:CHEBI_50370
hemin,EFO:CHEBI_50385
EC 3.1.1.4 (phospholipase A2) inhibitor,EFO:CHEBI_50469
vaccenate(1-),EFO:CHEBI_50498
osmotic diuretic,EFO:CHEBI_50504
sweetening agent,EFO:CHEBI_50505
vasoconstrictor agent,EFO:CHEBI_50514
arsenic oxide,EFO:CHEBI_50527
cyclooxygenase 2 inhibitor,EFO:CHEBI_50629
cyclooxygenase 1 inhibitor,EFO:CHEBI_50630
bone density conservation agent,EFO:CHEBI_50646
9-cis-retinoic acid,EFO:CHEBI_50648
mercaptopurine,EFO:CHEBI_50667
methimazole,EFO:CHEBI_50673
EC 1.5.1.3 (dihydrofolate reductase) inhibitor,EFO:CHEBI_50683
minocycline,EFO:CHEBI_50694
nutraceutical,EFO:CHEBI_50733
estrogen receptor modulator,EFO:CHEBI_50739
EC 5.99.1.3 [DNA topoisomerase (ATP-hydrolysing)] inhibitor,EFO:CHEBI_50750
EC 1.14.14.14 (aromatase) inhibitor,EFO:CHEBI_50790
estrogen receptor antagonist,EFO:CHEBI_50792
norflurazon,EFO:CHEBI_50842
doxycycline,EFO:CHEBI_50845
antiatherogenic agent,EFO:CHEBI_50855
azinomycin B,EFO:CHEBI_50862
insulin-sensitizing drug,EFO:CHEBI_50864
"3H-1,2-dithiole-3-thione",EFO:CHEBI_50866
ciprofibrate,EFO:CHEBI_50867
fludrocortisone,EFO:CHEBI_50885
allergen,EFO:CHEBI_50904
antiemetic,EFO:CHEBI_50919
flucloxacillin,EFO:CHEBI_5098
3-phenylpropionate,EFO:CHEBI_51057
dopamine agonist,EFO:CHEBI_51065
chemical role,EFO:CHEBI_51086
fluoxetine,EFO:CHEBI_5118
fluphenazine,EFO:CHEBI_5123
flutamide,EFO:CHEBI_5132
polyamide,EFO:CHEBI_51953
chlorphenamine,EFO:CHEBI_52010
nilotinib,EFO:CHEBI_52172
wortmannin,EFO:CHEBI_52289
5-oxo-ETE,EFO:CHEBI_52449
N-acylethanolamine,EFO:CHEBI_52640
1-O-oleoyl-sn-glycero-3-phosphoserine,EFO:CHEBI_52649
bortezomib,EFO:CHEBI_52717
gemfibrozil,EFO:CHEBI_5296
cytochalasin D,EFO:CHEBI_529996
"naphthalene-1,5-diamine",EFO:CHEBI_53003
"1-fluoro-2,4-dinitrobenzene",EFO:CHEBI_53049
Bandrowski's base,EFO:CHEBI_53109
"4,5-dianilinophthalimide",EFO:CHEBI_53110
8-(3-chlorostyryl)caffeine,EFO:CHEBI_53115
pristane,EFO:CHEBI_53181
polysorbate 20,EFO:CHEBI_53424
polysorbate 60,EFO:CHEBI_53425
obsolete_calcineurin,EFO:CHEBI_53439
potassium dichromate,EFO:CHEBI_53444
methyl cellulose,EFO:CHEBI_53448
N-(1-naphthyl)ethylenediamine dihydrochloride,EFO:CHEBI_53452
obsolete_neuropeptide S,EFO:CHEBI_53461
"all-cis-icosa-8,11,14-trienoic acid",EFO:CHEBI_53486
nickel chloride hexahydrate,EFO:CHEBI_53542
acenocoumarol,EFO:CHEBI_53766
antispasmodic drug,EFO:CHEBI_53784
Glu-Glu,EFO:CHEBI_5390
glucosamine,EFO:CHEBI_5417
glyburide,EFO:CHEBI_5441
glycerophosphoglycerol,EFO:CHEBI_5457
homovanillic acid,EFO:CHEBI_545959
16-hydroxyhexadecanoate,EFO:CHEBI_55329
camphorsulfonic acid,EFO:CHEBI_55379
1-O-hexadecyl-2-arachidonoyl-sn-glycero-3-phosphocholine,EFO:CHEBI_55430
(R)-2-hydroxy-4-methylpentanoate,EFO:CHEBI_55535
radicicol,EFO:CHEBI_556075
haloperidol,EFO:CHEBI_5613
halothane,EFO:CHEBI_5615
hexachlorobenzene,EFO:CHEBI_5692
3-(3-hydroxyphenyl)propanoate,EFO:CHEBI_57277
His-Leu,EFO:CHEBI_5729
(R)-2-hydroxyoctadecanoate,EFO:CHEBI_57562
homostachydrine,EFO:CHEBI_5757
2-hydroxyadipate(2-),EFO:CHEBI_57987
3-phosphoglycerate(3-),EFO:CHEBI_57998
"3',5'-cyclic AMP(1-)",EFO:CHEBI_58165
hydroxyzine,EFO:CHEBI_5818
hypaphorine,EFO:CHEBI_5832
(S)-2-hydroxyoctadecanoate,EFO:CHEBI_58386
kynurenate,EFO:CHEBI_58454
ibuprofen,EFO:CHEBI_5855
felodipine,EFO:CHEBI_585948
imidacloprid,EFO:CHEBI_5870
hyodeoxycholate,EFO:CHEBI_58875
glycochenodeoxycholate 7-sulfate(2-),EFO:CHEBI_58877
(+)-catechin monohydrate,EFO:CHEBI_58994
biomarker,EFO:CHEBI_59163
ceruletide,EFO:CHEBI_59219
insulin (human),EFO:CHEBI_5931
DNA synthesis inhibitor,EFO:CHEBI_59517
N-acetylglucosamine,EFO:CHEBI_59640
cyproheptadine hydrochloride (anhydrous),EFO:CHEBI_59695
glycolithocholate,EFO:CHEBI_60008
isoflurane,EFO:CHEBI_6015
oxidised LDL,EFO:CHEBI_60151
5-hydroxylysine,EFO:CHEBI_60175
isoniazide,EFO:CHEBI_6030
pyrraline,EFO:CHEBI_604731
lysophosphatidylcholine,EFO:CHEBI_60479
2-hydroxy-3-methylbutyric acid,EFO:CHEBI_60645
isotretinoin,EFO:CHEBI_6067
ivermectin,EFO:CHEBI_6078
lysobisphosphatidic acid,EFO:CHEBI_60815
5-HETE,EFO:CHEBI_60943
tacrolimus hydrate,EFO:CHEBI_61057
alpha-methyl-L-dopa,EFO:CHEBI_61058
oxylipin,EFO:CHEBI_61121
docosapentaenoic acid,EFO:CHEBI_61204
ketamine,EFO:CHEBI_6121
scopolamine methobromide,EFO:CHEBI_61276
L-prolylglycine,EFO:CHEBI_61695
gamma-carboxy-L-glutamic acid zwitterion(2-),EFO:CHEBI_61938
(S)-azetidine-2-carboxylic acid,EFO:CHEBI_6198
metamizole,EFO:CHEBI_62088
3-methylxanthine,EFO:CHEBI_62205
(2-hydroxyphenyl)acetate,EFO:CHEBI_62423
oligogalacturonide,EFO:CHEBI_62533
mycophenolate,EFO:CHEBI_62932
ammonium sulfate,EFO:CHEBI_62946
ammonium dihydrogen phosphate,EFO:CHEBI_62982
ammonium nitrate,EFO:CHEBI_63038
caesium chloride,EFO:CHEBI_63039
potassium nitrate,EFO:CHEBI_63043
phase-transfer catalyst,EFO:CHEBI_63060
labetalol,EFO:CHEBI_6343
explosive,EFO:CHEBI_63490
fludarabine phosphate,EFO:CHEBI_63599
mefloquine,EFO:CHEBI_63609
